precision,avg_EF,batch_size,learning_rate
3,"{'EF_trace_w': array([27.097391  ,  3.116655  ,  2.4156578 ,  3.215456  ,  1.9418118 ,
        1.7476323 ,  2.7948797 ,  3.3743181 ,  3.193485  ,  2.1452363 ,
        0.67969364,  2.1648965 ,  1.3164244 ,  1.0731757 ,  0.17772436,
        1.3584087 ], dtype=float32), 'EF_trace_a': array([0.3546274 , 0.10758927, 0.07227465, 0.1921458 , 0.05026668,
       0.05026668, 0.19829534, 0.1386334 , 0.17286493, 0.06870753,
       0.06870753, 0.31701493, 0.03141004, 0.08092932, 0.0569362 ],
      dtype=float32), 'avg_EF': 2.0121121}",1024,0.003125
3,"{'EF_trace_w': array([40.60386   ,  8.337886  ,  5.1830077 ,  6.8229384 ,  5.3774815 ,
        3.3993237 ,  7.147537  ,  8.482711  ,  8.945528  ,  6.069949  ,
        1.5750098 ,  5.640653  ,  4.0174627 ,  3.4802742 ,  0.41294062,
        1.0711994 ], dtype=float32), 'EF_trace_a': array([0.22506922, 0.08840194, 0.0590857 , 0.09571403, 0.04226659,
       0.04226659, 0.18721953, 0.11940724, 0.14563228, 0.05671832,
       0.05671832, 0.26828295, 0.04133475, 0.07173417, 0.0563073 ],
      dtype=float32), 'avg_EF': 4.59566}",1024,0.0015625
4,"{'EF_trace_w': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.],
      dtype=float32), 'EF_trace_a': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.],
      dtype=float32), 'avg_EF': 0.0}",16,0.1
4,"{'EF_trace_w': array([1.1304207e-01, 2.0277619e-03, 3.3547655e-03, 2.0793523e-04,
       6.4603047e-04, 4.8645409e-03, 8.1121679e-03, 3.8772579e-03,
       2.2371471e-04, 1.2824399e-04, 2.0027982e-02, 0.0000000e+00,
       0.0000000e+00, 3.4075059e-02, 1.2139038e-02, 3.8099265e-01],
      dtype=float32), 'EF_trace_a': array([1.4941977e-02, 1.0832082e-02, 1.2775641e-02, 1.6450498e-03,
       1.9193776e-02, 1.9193776e-02, 1.4175015e-02, 1.1066896e-02,
       4.0857313e-04, 1.7368793e-02, 1.7368793e-02, 0.0000000e+00,
       1.7465674e+00, 2.3266725e-02, 3.4843340e+00], dtype=float32), 'avg_EF': 0.0}",16,0.05
4,"{'EF_trace_w': array([9.5735162e-02, 3.4723300e-08, 1.3679049e-07, 2.2718077e-12,
       2.8935885e-11, 1.2333048e-02, 2.4065971e-03, 1.3131103e-03,
       8.0208248e-04, 1.3071304e-03, 5.6479815e-03, 4.1073188e-03,
       8.9572798e-03, 5.9739915e-03, 1.8432597e-03, 1.0882182e-01],
      dtype=float32), 'EF_trace_a': array([1.1002386e-02, 5.0706961e-07, 1.1002447e-02, 1.3405587e-12,
       2.0451467e-02, 2.0451467e-02, 5.9756869e-03, 7.9273405e-03,
       2.3277870e-03, 8.9792851e-03, 8.9792851e-03, 1.8578216e-02,
       1.4676371e-01, 5.3326846e-03, 1.0010419e+00], dtype=float32), 'avg_EF': 0.00010719923}",16,0.025
4,"{'EF_trace_w': array([1.7315808e-01, 3.6837291e-03, 4.3633487e-03, 6.2178486e-05,
       2.6516585e-05, 3.8558166e-02, 5.6697875e-03, 1.2819674e-02,
       9.5826937e-03, 7.6196641e-03, 1.4861558e-02, 1.7316634e-02,
       2.3683870e-02, 1.9460980e-02, 7.0241001e-03, 2.7331012e-01],
      dtype=float32), 'EF_trace_a': array([4.1441899e-02, 8.2261562e-03, 3.3920556e-02, 8.0211124e-05,
       5.3000383e-02, 5.3000383e-02, 2.2443796e-02, 2.6256604e-02,
       2.1157634e-02, 1.8794844e-02, 1.8794844e-02, 7.4929401e-02,
       1.3372296e-01, 4.1385911e-02, 1.3248379e+00], dtype=float32), 'avg_EF': 0.007863759}",16,0.0125
4,"{'EF_trace_w': array([0.5886835 , 0.07288726, 0.04020281, 0.00861243, 0.00584249,
       0.11256614, 0.03433486, 0.04122167, 0.02064417, 0.01222801,
       0.02549709, 0.04023736, 0.05904425, 0.04121114, 0.00829348,
       0.29683766], dtype=float32), 'EF_trace_a': array([0.11468562, 0.07427905, 0.051672  , 0.00692484, 0.06639431,
       0.06639431, 0.08418967, 0.05763494, 0.05951938, 0.04998565,
       0.04998565, 0.13093512, 0.26983967, 0.11921425, 0.90470326],
      dtype=float32), 'avg_EF': 0.03830178}",16,0.00625
4,"{'EF_trace_w': array([0.72688144, 0.06158102, 0.05173887, 0.05585577, 0.06629071,
       0.09566651, 0.07850839, 0.07916749, 0.04750908, 0.03089902,
       0.04265993, 0.0843141 , 0.10783612, 0.10050935, 0.01556086,
       0.3278016 ], dtype=float32), 'EF_trace_a': array([0.41552082, 0.08270425, 0.09035712, 0.11390448, 0.05564076,
       0.05564076, 0.13494757, 0.06860935, 0.08323555, 0.05428917,
       0.05428917, 0.25081694, 0.26934713, 0.31793448, 0.6877671 ],
      dtype=float32), 'avg_EF': 0.07687683}",16,0.003125
4,"{'EF_trace_w': array([2.5396907 , 0.2589883 , 0.21110062, 0.10738507, 0.10786984,
       0.37214166, 0.38524026, 0.47933036, 0.30925202, 0.2071348 ,
       0.12055228, 0.30155197, 0.27090818, 0.20651492, 0.03937612,
       0.86148953], dtype=float32), 'EF_trace_a': array([0.3771221 , 0.17390868, 0.08083821, 0.10136954, 0.06342531,
       0.06342531, 0.63640195, 0.16863558, 0.20804289, 0.09763163,
       0.09763163, 0.39659947, 0.11395382, 0.28528184, 0.31213555],
      dtype=float32), 'avg_EF': 0.26184955}",16,0.0015625
4,"{'EF_trace_w': array([2.9186136e-33, 1.1732350e-34, 5.3779268e-35, 2.1084618e-35,
       1.2137496e-35, 1.0503529e-34, 1.4011032e-35, 1.4495816e-35,
       1.1619724e-36, 6.4440896e-36, 8.5953524e-34, 4.7831051e-36,
       6.0824779e-35, 5.5988493e-36, 3.0337110e-35, 1.9763722e-30],
      dtype=float32), 'EF_trace_a': array([1.65301494e-34, 6.56832149e-35, 3.60092060e-35, 1.18102500e-35,
       2.51548129e-35, 2.51548129e-35, 2.46893934e-35, 6.32229305e-35,
       9.44565745e-36, 8.26279258e-35, 8.26279258e-35, 1.07609345e-34,
       1.19474895e-33, 4.11475025e-35, 4.16671699e-31], dtype=float32), 'avg_EF': 6.310181e-35}",32,0.1
4,"{'EF_trace_w': array([2.5090333e-02, 5.0047180e-04, 3.7130463e-04, 1.6722534e-04,
       6.4982079e-05, 3.6895357e-03, 2.2245164e-03, 1.1857976e-03,
       4.4943008e-05, 4.9541559e-05, 1.3183164e-03, 6.8167975e-04,
       2.1618796e-03, 7.7027956e-04, 6.4370560e-04, 9.9519953e-02],
      dtype=float32), 'EF_trace_a': array([3.1547570e-03, 2.4114287e-04, 2.3147587e-03, 5.0435559e-05,
       3.4108893e-03, 3.4108893e-03, 1.5737592e-03, 1.5520338e-03,
       5.8218779e-05, 1.8780932e-03, 1.8780932e-03, 3.2818969e-03,
       1.2999068e-02, 5.4357114e-04, 1.1545525e+00], dtype=float32), 'avg_EF': 0.00086874043}",32,0.05
4,"{'EF_trace_w': array([0.3150912 , 0.00099762, 0.00117434, 0.00091977, 0.00092318,
       0.03534111, 0.00696665, 0.00781764, 0.01926937, 0.01247703,
       0.0177559 , 0.01000987, 0.0144207 , 0.0172583 , 0.00483265,
       0.21042867], dtype=float32), 'EF_trace_a': array([5.0531782e-02, 2.2772190e-03, 3.8229063e-02, 1.0990582e-03,
       5.2185956e-02, 5.2185956e-02, 1.9826854e-02, 3.2970700e-02,
       6.5487176e-02, 2.6552225e-02, 2.6552225e-02, 3.4685396e-02,
       2.0128848e-01, 2.1271588e-02, 1.1278411e+00], dtype=float32), 'avg_EF': 0.009736666}",32,0.025
4,"{'EF_trace_w': array([0.43166748, 0.0254521 , 0.0300521 , 0.01107643, 0.02001579,
       0.0756357 , 0.0582509 , 0.03032236, 0.0092327 , 0.00811605,
       0.0183231 , 0.02933281, 0.04293748, 0.02751189, 0.00654964,
       0.28737202], dtype=float32), 'EF_trace_a': array([0.14279231, 0.05670742, 0.06369505, 0.01564315, 0.08948095,
       0.08948095, 0.15709198, 0.03644089, 0.02302335, 0.04027629,
       0.04027629, 0.09992401, 0.23841527, 0.06043053, 0.92185163],
      dtype=float32), 'avg_EF': 0.03136154}",32,0.0125
4,"{'EF_trace_w': array([0.4611216 , 0.03584784, 0.04227535, 0.01494368, 0.01648665,
       0.08719457, 0.05459644, 0.05468999, 0.04029759, 0.02686121,
       0.02560455, 0.05349074, 0.08423466, 0.06009405, 0.01002129,
       0.26856452], dtype=float32), 'EF_trace_a': array([0.2211479 , 0.08076305, 0.04264752, 0.03984075, 0.05615775,
       0.05615775, 0.15239477, 0.07764557, 0.09090899, 0.04746283,
       0.04746283, 0.21042427, 0.27925652, 0.22255754, 0.60006225],
      dtype=float32), 'avg_EF': 0.048395038}",32,0.00625
4,"{'EF_trace_w': array([0.91834486, 0.12612814, 0.08160402, 0.07302341, 0.07595312,
       0.18960375, 0.10726445, 0.13460296, 0.12361699, 0.07002074,
       0.04687127, 0.12391494, 0.15261684, 0.12286629, 0.0196498 ,
       0.5163982 ], dtype=float32), 'EF_trace_a': array([0.20742372, 0.10564045, 0.06785426, 0.10511991, 0.05812159,
       0.05812159, 0.16642492, 0.09620629, 0.19509533, 0.05843262,
       0.05843262, 0.33719397, 0.17334622, 0.31577232, 0.37117296],
      dtype=float32), 'avg_EF': 0.11778784}",32,0.003125
4,"{'EF_trace_w': array([2.6345582 , 0.28033823, 0.22830631, 0.3790515 , 0.23681587,
       0.310736  , 0.3755525 , 0.45902827, 0.32177436, 0.21049096,
       0.10659181, 0.33535093, 0.30268008, 0.2429952 , 0.03575297,
       0.6092798 ], dtype=float32), 'EF_trace_a': array([0.34649968, 0.13110916, 0.07727624, 0.3664703 , 0.06945049,
       0.06945049, 0.2833578 , 0.14375271, 0.26998714, 0.08594654,
       0.08594654, 0.47386006, 0.09479781, 0.31030822, 0.19365774],
      dtype=float32), 'avg_EF': 0.2941727}",32,0.0015625
4,"{'EF_trace_w': array([2.7497846e-03, 1.0959113e-05, 4.5979152e-05, 9.7100492e-06,
       7.4701629e-06, 6.2105170e-04, 9.5347656e-05, 6.2955725e-05,
       1.0298403e-05, 4.7552505e-05, 5.3007307e-04, 1.0487114e-05,
       1.0641132e-05, 3.1272680e-06, 2.5241867e-05, 2.2983752e-02],
      dtype=float32), 'EF_trace_a': array([1.3894732e-03, 2.5323607e-05, 1.4039659e-03, 1.1525462e-05,
       1.4609266e-03, 1.4609266e-03, 8.2676524e-05, 3.3992511e-04,
       7.3588085e-06, 3.6651286e-04, 3.6651286e-04, 5.7271747e-05,
       4.4241760e-04, 6.1278690e-05, 1.0883992e+00], dtype=float32), 'avg_EF': 5.866688e-05}",64,0.1
4,"{'EF_trace_w': array([0.5668091 , 0.        , 0.        , 0.07749189, 0.12510572,
       0.15468693, 0.02483714, 0.04577076, 0.04638827, 0.03024494,
       0.02400499, 0.03726632, 0.052271  , 0.02879159, 0.00309517,
       0.84411985], dtype=float32), 'EF_trace_a': array([0.26323822, 0.        , 0.42157948, 0.13283917, 0.15853651,
       0.15853651, 0.06451067, 0.13660471, 0.0602947 , 0.08040272,
       0.08040272, 0.1115883 , 0.09317388, 0.00633224, 3.290721  ],
      dtype=float32), 'avg_EF': 0.0}",64,0.05
4,"{'EF_trace_w': array([0.30970618, 0.00872803, 0.01174172, 0.00847273, 0.00800743,
       0.07712176, 0.01418069, 0.02412235, 0.01931511, 0.01626543,
       0.00944307, 0.0220845 , 0.02248734, 0.01589889, 0.00504653,
       0.28785488], dtype=float32), 'EF_trace_a': array([0.10209528, 0.01415388, 0.0867109 , 0.01906038, 0.06751344,
       0.06751344, 0.03922516, 0.06733951, 0.02998004, 0.05161334,
       0.05161334, 0.072123  , 0.07635009, 0.03743763, 0.5441638 ],
      dtype=float32), 'avg_EF': 0.021398837}",64,0.025
4,"{'EF_trace_w': array([0.49608067, 0.02739099, 0.03315995, 0.01054125, 0.01259476,
       0.09560456, 0.05144845, 0.04000599, 0.0227147 , 0.01058499,
       0.02382756, 0.0420622 , 0.05734342, 0.02978884, 0.00601194,
       0.3324846 ], dtype=float32), 'EF_trace_a': array([0.16506678, 0.0593923 , 0.05963164, 0.02190498, 0.07191855,
       0.07191855, 0.12845476, 0.03780635, 0.03202562, 0.03311044,
       0.03311044, 0.139551  , 0.21613407, 0.07594306, 0.5112888 ],
      dtype=float32), 'avg_EF': 0.03644456}",64,0.0125
4,"{'EF_trace_w': array([0.95239407, 0.09006247, 0.12089027, 0.04054203, 0.01226395,
       0.22087313, 0.06219339, 0.06998714, 0.06107492, 0.0399515 ,
       0.05125902, 0.0967238 , 0.12643471, 0.10154638, 0.01539806,
       0.4817968 ], dtype=float32), 'EF_trace_a': array([0.3544345 , 0.09011776, 0.065486  , 0.03620202, 0.09045185,
       0.09045185, 0.10139833, 0.07334454, 0.0814608 , 0.06159348,
       0.06159348, 0.28640237, 0.25795677, 0.34949997, 0.29133907],
      dtype=float32), 'avg_EF': 0.08361749}",64,0.00625
4,"{'EF_trace_w': array([4.7055674 , 0.31873718, 0.25339702, 0.3334576 , 0.20335978,
       0.41803396, 0.2157679 , 0.27744305, 0.14635733, 0.10763381,
       0.08927959, 0.2436703 , 0.21438697, 0.16672528, 0.02666072,
       0.8650895 ], dtype=float32), 'EF_trace_a': array([0.32240656, 0.16313744, 0.08819366, 0.21910949, 0.07887968,
       0.07887968, 0.16559027, 0.09297198, 0.08666676, 0.07238273,
       0.07238273, 0.3482042 , 0.08492177, 0.25247258, 0.1468534 ],
      dtype=float32), 'avg_EF': 0.2461988}",64,0.003125
4,"{'EF_trace_w': array([6.7503552 , 0.750766  , 0.9060725 , 0.7099977 , 0.39735195,
       0.8316378 , 0.7612321 , 0.9660636 , 0.748731  , 0.55159247,
       0.2838774 , 0.75620276, 0.5931729 , 0.44985378, 0.06922203,
       1.1927325 ], dtype=float32), 'EF_trace_a': array([0.40525255, 0.18971978, 0.09149925, 0.16863233, 0.07468236,
       0.07468236, 0.2869216 , 0.16938746, 0.2499978 , 0.0949478 ,
       0.0949478 , 0.45992985, 0.06577851, 0.23181356, 0.11196545],
      dtype=float32), 'avg_EF': 0.6673479}",64,0.0015625
4,"{'EF_trace_w': array([0.08465397, 0.01500661, 0.03273985, 0.        , 0.        ,
       0.01833332, 0.00949552, 0.00503307, 0.00066841, 0.00072901,
       0.00410758, 0.00518292, 0.01903529, 0.00288407, 0.00036336,
       0.29712617], dtype=float32), 'EF_trace_a': array([4.6409044e-02, 9.8913163e-03, 1.1754644e-02, 0.0000000e+00,
       2.6485000e-02, 2.6485000e-02, 1.0302248e-02, 6.1561400e-03,
       7.5040956e-04, 6.7977915e-03, 6.7977915e-03, 1.7530262e-02,
       1.6724233e-02, 6.8032322e-04, 1.4422412e+00], dtype=float32), 'avg_EF': 0.0}",128,0.1
4,"{'EF_trace_w': array([1.6861656e-01, 1.5038078e-02, 1.6358325e-02, 1.7100275e-02,
       4.3155374e-03, 1.4283871e-02, 9.0324292e-03, 7.3197647e-03,
       1.3788792e-03, 1.1568154e-03, 1.8511800e-03, 5.4668514e-03,
       7.6836739e-03, 8.3587196e-04, 1.6521335e-04, 1.5140109e-01],
      dtype=float32), 'EF_trace_a': array([4.0421065e-02, 1.5567020e-02, 1.6240528e-02, 1.5500682e-02,
       1.9760646e-02, 1.9760646e-02, 1.7524878e-02, 8.2059018e-03,
       2.4296327e-03, 7.9801865e-03, 7.9801865e-03, 1.7262956e-02,
       6.3237036e-03, 6.3839764e-04, 7.2119910e-01], dtype=float32), 'avg_EF': 0.0063779308}",128,0.05
4,"{'EF_trace_w': array([1.0072935e+00, 1.6962643e-01, 1.5269972e-02, 8.5542386e-04,
       1.1219407e-03, 6.2813774e-02, 2.8197829e-02, 3.1907171e-02,
       2.9121316e-03, 2.1271626e-03, 2.3594251e-02, 1.9812614e-02,
       2.2626724e-02, 2.1768080e-02, 4.7047455e-03, 2.4140885e-01],
      dtype=float32), 'EF_trace_a': array([0.08550916, 0.09019168, 0.04195224, 0.00228073, 0.08677907,
       0.08677907, 0.0786465 , 0.02726705, 0.00391031, 0.03364047,
       0.03364047, 0.08511261, 0.13434243, 0.04812114, 0.6446198 ],
      dtype=float32), 'avg_EF': 0.018729148}",128,0.025
4,"{'EF_trace_w': array([0.3789913 , 0.01914174, 0.01640574, 0.0172974 , 0.02223561,
       0.09876421, 0.05418687, 0.06603434, 0.04601052, 0.02813577,
       0.02762674, 0.05449815, 0.06846081, 0.04602233, 0.00620357,
       0.2861442 ], dtype=float32), 'EF_trace_a': array([0.13377291, 0.05659917, 0.03704137, 0.06596988, 0.0328159 ,
       0.0328159 , 0.16678923, 0.07606766, 0.08367213, 0.04661307,
       0.04661307, 0.17011952, 0.20210098, 0.13436556, 0.34718668],
      dtype=float32), 'avg_EF': 0.043691576}",128,0.0125
4,"{'EF_trace_w': array([4.2518663 , 0.3455344 , 0.1893514 , 0.03196438, 0.02504069,
       0.44122055, 0.16583426, 0.20105141, 0.12089086, 0.06894606,
       0.07333134, 0.14220035, 0.13674757, 0.10305379, 0.01926199,
       0.715346  ], dtype=float32), 'EF_trace_a': array([0.17383464, 0.1961717 , 0.0804666 , 0.01750189, 0.10675624,
       0.10675624, 0.18751642, 0.10135625, 0.13014716, 0.07812462,
       0.07812462, 0.26391566, 0.10805392, 0.1587774 , 0.19143195],
      dtype=float32), 'avg_EF': 0.14839233}",128,0.00625
4,"{'EF_trace_w': array([6.1683187 , 0.9802421 , 0.53536624, 0.4987301 , 0.26747054,
       0.6966719 , 0.517701  , 0.7332274 , 0.45555696, 0.31609794,
       0.13781361, 0.42162374, 0.26370195, 0.18703899, 0.03455929,
       0.9591663 ], dtype=float32), 'EF_trace_a': array([0.417415  , 0.20209913, 0.09472314, 0.17899722, 0.08471356,
       0.08471356, 0.26970026, 0.1519007 , 0.18912296, 0.09098542,
       0.09098542, 0.35963568, 0.04876283, 0.12757887, 0.10908259],
      dtype=float32), 'avg_EF': 0.43361846}",128,0.003125
4,"{'EF_trace_w': array([24.012522  ,  4.3768926 ,  2.9646401 ,  2.6521986 ,  1.5526705 ,
        2.6616707 ,  1.8862207 ,  2.5111334 ,  2.2674916 ,  1.3667814 ,
        0.72707623,  1.4687257 ,  0.88074327,  0.7021004 ,  0.1268641 ,
        1.9811078 ], dtype=float32), 'EF_trace_a': array([0.36093068, 0.2222836 , 0.1251437 , 0.15253243, 0.10235643,
       0.10235643, 0.1821951 , 0.1320767 , 0.14006513, 0.06514271,
       0.06514271, 0.23650777, 0.02484717, 0.0708226 , 0.07185677],
      dtype=float32), 'avg_EF': 1.7579587}",128,0.0015625
4,"{'EF_trace_w': array([3.6044300e-01, 7.6469001e-03, 2.9447943e-03, 8.6099217e-06,
       3.0257988e-06, 3.2620374e-02, 3.6773041e-03, 4.7003077e-03,
       2.8116382e-03, 5.1020626e-03, 9.9162618e-04, 6.5891021e-03,
       3.4615370e-03, 6.5983120e-05, 3.9544989e-06, 1.7369664e-01],
      dtype=float32), 'EF_trace_a': array([3.4134790e-02, 4.2466414e-03, 1.8575449e-02, 4.9217779e-06,
       4.3358680e-02, 4.3358680e-02, 8.2329335e-03, 1.9358641e-02,
       4.6171448e-03, 1.2534815e-02, 1.2534815e-02, 1.8642429e-02,
       3.1189234e-03, 2.7135701e-04, 8.5044396e-01], dtype=float32), 'avg_EF': 0.0015949198}",256,0.1
4,"{'EF_trace_w': array([7.9851735e-01, 2.3260590e-02, 1.7316490e-02, 3.6590709e-06,
       2.9361709e-06, 8.1513524e-02, 3.5459582e-02, 2.5884543e-02,
       1.9835522e-03, 8.2549755e-04, 2.8246280e-02, 1.7639387e-02,
       2.6132904e-02, 1.7272908e-02, 4.1507240e-03, 2.3767485e-01],
      dtype=float32), 'EF_trace_a': array([9.8137684e-02, 4.1742910e-02, 5.6772862e-02, 1.1179807e-06,
       9.9648669e-02, 9.9648669e-02, 1.0833841e-01, 2.4474148e-02,
       4.5981575e-03, 3.2298319e-02, 3.2298319e-02, 6.6245005e-02,
       1.3257828e-01, 3.2727685e-02, 6.2180084e-01], dtype=float32), 'avg_EF': 0.007469631}",256,0.05
4,"{'EF_trace_w': array([0.6885833 , 0.096791  , 0.02653983, 0.0205507 , 0.00766616,
       0.10310507, 0.03500749, 0.04039606, 0.00862744, 0.00603924,
       0.02014669, 0.04214443, 0.05435953, 0.03600767, 0.00559492,
       0.22319652], dtype=float32), 'EF_trace_a': array([0.09128509, 0.06304288, 0.07149022, 0.02739387, 0.09165697,
       0.09165697, 0.08976501, 0.03909328, 0.01342861, 0.05132981,
       0.05132981, 0.14578044, 0.25320303, 0.11379218, 0.39929986],
      dtype=float32), 'avg_EF': 0.034687836}",256,0.025
4,"{'EF_trace_w': array([0.8229662 , 0.04887545, 0.05749204, 0.03694168, 0.02477398,
       0.12658267, 0.08582575, 0.09308247, 0.08812711, 0.05249013,
       0.02623498, 0.08522701, 0.10190052, 0.06816868, 0.00940138,
       0.37434793], dtype=float32), 'EF_trace_a': array([0.1864692 , 0.11893456, 0.04600753, 0.06075721, 0.04152768,
       0.04152768, 0.25058144, 0.09544966, 0.15862526, 0.05286777,
       0.05286777, 0.3172452 , 0.24577537, 0.23267993, 0.23467775],
      dtype=float32), 'avg_EF': 0.07216605}",256,0.0125
4,"{'EF_trace_w': array([4.6497607 , 0.42589885, 0.4015205 , 0.25708544, 0.18457803,
       0.3963664 , 0.31415862, 0.40509748, 0.19953391, 0.13776314,
       0.09666947, 0.21952212, 0.17171955, 0.1228234 , 0.02258253,
       0.7119755 ], dtype=float32), 'EF_trace_a': array([0.39666334, 0.15490507, 0.07574361, 0.10969621, 0.06392334,
       0.06392334, 0.20269161, 0.11797537, 0.13029058, 0.0764972 ,
       0.0764972 , 0.2930425 , 0.05822169, 0.15859011, 0.11850637],
      dtype=float32), 'avg_EF': 0.25762334}",256,0.00625
4,"{'EF_trace_w': array([10.097587  ,  0.91878945,  0.80413544,  1.180874  ,  0.59657013,
        1.058273  ,  0.87918055,  1.1856252 ,  0.8860988 ,  0.57910746,
        0.27566433,  0.6702547 ,  0.42101437,  0.36047924,  0.05739223,
        1.2839384 ], dtype=float32), 'EF_trace_a': array([0.4623012 , 0.14118987, 0.10932913, 0.2508522 , 0.08560711,
       0.08560711, 0.26777616, 0.14428578, 0.20422912, 0.07452098,
       0.07452098, 0.34865117, 0.04133365, 0.14352687, 0.07502639],
      dtype=float32), 'avg_EF': 0.7274329}",256,0.003125
4,"{'EF_trace_w': array([49.779697  ,  4.6105213 ,  3.7146914 ,  5.501892  ,  3.2311678 ,
        2.9401057 ,  4.1187277 ,  5.518822  ,  4.5131693 ,  2.7174819 ,
        0.78910303,  2.2545698 ,  0.9929081 ,  0.83709407,  0.1645779 ,
        1.6827396 ], dtype=float32), 'EF_trace_a': array([0.35944083, 0.12969442, 0.10603401, 0.19807656, 0.08039929,
       0.08039929, 0.19273476, 0.13370511, 0.11781523, 0.05171103,
       0.05171103, 0.1384592 , 0.0146603 , 0.03284023, 0.04628003],
      dtype=float32), 'avg_EF': 2.6251578}",256,0.0015625
4,"{'EF_trace_w': array([0.17895836, 0.00062146, 0.00118456, 0.00231937, 0.00300952,
       0.01030284, 0.00227478, 0.00249727, 0.00144522, 0.00154685,
       0.01060869, 0.00159923, 0.00284681, 0.00342448, 0.00124736,
       0.10301634], dtype=float32), 'EF_trace_a': array([0.01373166, 0.00106922, 0.0173925 , 0.00720341, 0.01401083,
       0.01401083, 0.00487231, 0.00631094, 0.00240161, 0.00671779,
       0.00671779, 0.00436908, 0.03559746, 0.00410791, 0.37550798],
      dtype=float32), 'avg_EF': 0.003872439}",512,0.1
4,"{'EF_trace_w': array([0.98932624, 0.0263973 , 0.01812373, 0.01807174, 0.00687394,
       0.08177472, 0.01076579, 0.01862565, 0.00359635, 0.0025264 ,
       0.02701931, 0.01831182, 0.0299076 , 0.01950505, 0.00525696,
       0.26468664], dtype=float32), 'EF_trace_a': array([0.0921139 , 0.02607595, 0.03114277, 0.03156056, 0.04079548,
       0.04079548, 0.03193573, 0.02778791, 0.00620309, 0.03950541,
       0.03950541, 0.06100903, 0.13990536, 0.04050513, 0.46525675],
      dtype=float32), 'avg_EF': 0.022214845}",512,0.05
4,"{'EF_trace_w': array([1.6394701 , 0.09544574, 0.06084708, 0.00269763, 0.0023833 ,
       0.15812844, 0.06070191, 0.07132017, 0.04137327, 0.02210162,
       0.02622336, 0.05801655, 0.0729816 , 0.05563617, 0.00774459,
       0.29159594], dtype=float32), 'EF_trace_a': array([0.12924099, 0.07657053, 0.05311059, 0.00589443, 0.07494912,
       0.07494912, 0.15016162, 0.06708041, 0.08160442, 0.05400819,
       0.05400819, 0.18510887, 0.233988  , 0.16427179, 0.3619994 ],
      dtype=float32), 'avg_EF': 0.046827525}",512,0.025
4,"{'EF_trace_w': array([1.8977659 , 0.16373754, 0.12891845, 0.1246606 , 0.06167149,
       0.2392243 , 0.17370117, 0.19472645, 0.10988514, 0.07147767,
       0.0559471 , 0.14869049, 0.17245582, 0.1270662 , 0.01597269,
       0.5671987 ], dtype=float32), 'EF_trace_a': array([0.2579787 , 0.13698423, 0.0673967 , 0.13600244, 0.06218306,
       0.06218306, 0.27214348, 0.09558646, 0.13764578, 0.06977046,
       0.06977046, 0.33558866, 0.21708919, 0.42223907, 0.17588195],
      dtype=float32), 'avg_EF': 0.14349823}",512,0.0125
4,"{'EF_trace_w': array([6.8236284 , 0.49106905, 0.44436026, 0.30640337, 0.23681319,
       0.6598348 , 0.5988898 , 0.7466564 , 0.50679916, 0.282469  ,
       0.145073  , 0.38241017, 0.3072846 , 0.20892054, 0.0348656 ,
       0.9158849 ], dtype=float32), 'EF_trace_a': array([0.5059036 , 0.16345157, 0.07623528, 0.15661436, 0.05950432,
       0.05950432, 0.40472108, 0.16913135, 0.24761258, 0.09195961,
       0.09195961, 0.42559   , 0.09054726, 0.21385187, 0.10234778],
      dtype=float32), 'avg_EF': 0.40476093}",512,0.00625
4,"{'EF_trace_w': array([34.090897  ,  3.5394137 ,  2.8056724 ,  3.4210975 ,  1.8220693 ,
        2.6412327 ,  2.3863869 ,  3.0830545 ,  2.5821586 ,  1.6766214 ,
        0.5615028 ,  1.3504151 ,  0.6575687 ,  0.523054  ,  0.11548881,
        2.0270936 ], dtype=float32), 'EF_trace_a': array([0.4246416 , 0.17627335, 0.11536355, 0.19148321, 0.08186618,
       0.08186618, 0.21238029, 0.14935434, 0.16439076, 0.06223448,
       0.06223448, 0.21189415, 0.01897427, 0.04566566, 0.05554096],
      dtype=float32), 'avg_EF': 1.78726}",512,0.003125
4,"{'EF_trace_w': array([108.43793  ,  12.0982065,   7.00185  ,  10.802622 ,   5.3920455,
         5.2557287,   7.834282 ,  10.040335 ,   9.475212 ,   6.23398  ,
         1.6491815,   5.3811545,   2.409526 ,   1.9394956,   0.330113 ,
         1.8598124], dtype=float32), 'EF_trace_a': array([0.42016578, 0.1572994 , 0.09757002, 0.13475241, 0.08057334,
       0.08057334, 0.18346323, 0.13621277, 0.14149304, 0.05949307,
       0.05949307, 0.18031882, 0.02257758, 0.03861027, 0.0480896 ],
      dtype=float32), 'avg_EF': 5.249607}",512,0.0015625
