precision,avg_EF,batch_size,learning_rate
6,"{'EF_trace_w': array([2.9243677 , 0.4667816 , 0.18195862, 0.0744451 , 0.03782821,
       0.32425138, 0.15811142, 0.16719824, 0.06893373, 0.04729789,
       0.06612088, 0.17176282, 0.18808568, 0.1355622 , 0.01988635,
       0.656198  ], dtype=float32), 'EF_trace_a': array([0.42530787, 0.18945336, 0.13514826, 0.07285975, 0.14238709,
       0.14238709, 0.2525851 , 0.10153969, 0.09121571, 0.09016591,
       0.09016591, 0.46414694, 0.20906572, 0.37152007, 0.25839975],
      dtype=float32), 'avg_EF': 0.15110525}",128,0.00625
6,"{'EF_trace_w': array([6.675829  , 0.4952168 , 0.43649247, 0.71404487, 0.39276445,
       0.7407707 , 0.5585912 , 0.7620529 , 0.49035743, 0.2932465 ,
       0.1464499 , 0.44036493, 0.31457418, 0.21390289, 0.03352354,
       1.0311326 ], dtype=float32), 'EF_trace_a': array([0.5149674 , 0.2562893 , 0.15588067, 0.35000396, 0.12767027,
       0.12767027, 0.3685871 , 0.178391  , 0.24755451, 0.09168936,
       0.09168936, 0.58118856, 0.06645053, 0.22747964, 0.11876409],
      dtype=float32), 'avg_EF': 0.4492461}",128,0.003125
6,"{'EF_trace_w': array([19.074171  ,  1.8331047 ,  1.8311127 ,  1.2578391 ,  1.0439712 ,
        1.462204  ,  1.6365124 ,  2.5309548 ,  1.8175254 ,  1.1409583 ,
        0.49666747,  1.2444476 ,  0.965312  ,  0.7672173 ,  0.0965188 ,
        1.6325331 ], dtype=float32), 'EF_trace_a': array([0.7599156 , 0.22898605, 0.14985932, 0.16626096, 0.11671416,
       0.11671416, 0.3271086 , 0.21987557, 0.26042068, 0.09847882,
       0.09847882, 0.40356702, 0.05818958, 0.18076149, 0.07701382],
      dtype=float32), 'avg_EF': 1.3110157}",128,0.0015625
6,"{'EF_trace_w': array([0.06813453, 0.00463779, 0.01087282, 0.00172498, 0.00159414,
       0.00992039, 0.00535978, 0.00527465, 0.00338841, 0.0034521 ,
       0.00901928, 0.00212474, 0.00360708, 0.00180601, 0.00113482,
       0.16000819], dtype=float32), 'EF_trace_a': array([2.1132285e-02, 7.1276571e-03, 9.5448587e-03, 1.8304641e-03,
       1.2095629e-02, 1.2095629e-02, 1.1181033e-02, 8.7039657e-03,
       5.7114190e-03, 6.0618883e-03, 6.0618883e-03, 6.5895314e-03,
       1.7279923e-02, 1.4395741e-03, 1.6880107e+00], dtype=float32), 'avg_EF': 0.005500713}",256,0.1
6,"{'EF_trace_w': array([8.7121183e-01, 1.8227037e-02, 1.6844055e-02, 6.3814648e-04,
       3.5794097e-04, 5.1296886e-02, 1.8533038e-02, 1.4906428e-02,
       1.2232797e-03, 9.8200783e-04, 1.1275664e-02, 1.1770207e-02,
       1.9203480e-02, 1.3375073e-02, 4.8859408e-03, 3.2458836e-01],
      dtype=float32), 'EF_trace_a': array([0.11247052, 0.03934012, 0.03557432, 0.00189759, 0.06598258,
       0.06598258, 0.03328275, 0.01802434, 0.00176156, 0.0232095 ,
       0.0232095 , 0.04906571, 0.14650118, 0.02417977, 1.173111  ],
      dtype=float32), 'avg_EF': 0.011139661}",256,0.05
6,"{'EF_trace_w': array([0.6711074 , 0.02628159, 0.02501712, 0.02400507, 0.01510864,
       0.06780207, 0.05482259, 0.04390321, 0.01360862, 0.00717104,
       0.01823342, 0.02759491, 0.03587402, 0.02245822, 0.00459458,
       0.32137597], dtype=float32), 'EF_trace_a': array([0.22971581, 0.06196183, 0.06157902, 0.03310671, 0.05727075,
       0.05727075, 0.16056077, 0.03392176, 0.02032273, 0.03267213,
       0.03267213, 0.08644705, 0.16143633, 0.05372687, 0.59811056],
      dtype=float32), 'avg_EF': 0.03246859}",256,0.025
6,"{'EF_trace_w': array([1.3896765 , 0.11557133, 0.10032269, 0.06037784, 0.0455149 ,
       0.16901715, 0.08017014, 0.0729283 , 0.03773184, 0.02339903,
       0.03669265, 0.06208666, 0.08191569, 0.05762166, 0.00886691,
       0.41299376], dtype=float32), 'EF_trace_a': array([0.35984287, 0.13472468, 0.09833037, 0.11023986, 0.09276345,
       0.09276345, 0.14209974, 0.06375774, 0.06713685, 0.05070484,
       0.05070484, 0.19241591, 0.21237876, 0.19339739, 0.30604744],
      dtype=float32), 'avg_EF': 0.07698156}",256,0.0125
6,"{'EF_trace_w': array([6.6706786 , 0.6623969 , 0.52604556, 0.24933317, 0.155563  ,
       0.64870155, 0.2980383 , 0.32007313, 0.20942008, 0.14390191,
       0.08291349, 0.23036104, 0.17448345, 0.12025948, 0.01984852,
       0.89533275], dtype=float32), 'EF_trace_a': array([0.6100688 , 0.23587929, 0.14814848, 0.13634937, 0.1141187 ,
       0.1141187 , 0.23831204, 0.1332426 , 0.14763236, 0.08788841,
       0.08788841, 0.33216274, 0.07525694, 0.17538615, 0.1263506 ],
      dtype=float32), 'avg_EF': 0.27694392}",256,0.00625
6,"{'EF_trace_w': array([23.937546  ,  3.7846103 ,  1.6600071 ,  2.1329603 ,  0.98601675,
        1.5629834 ,  1.1573572 ,  1.3938041 ,  1.2015386 ,  0.7953091 ,
        0.2887037 ,  0.7423343 ,  0.45559645,  0.34110922,  0.05677124,
        1.5760572 ], dtype=float32), 'EF_trace_a': array([0.87798166, 0.3953278 , 0.199223  , 0.28550392, 0.13351955,
       0.13351955, 0.29419908, 0.20341952, 0.26436892, 0.09150545,
       0.09150545, 0.38618445, 0.03488546, 0.12318026, 0.07675795],
      dtype=float32), 'avg_EF': 1.0525981}",256,0.003125
6,"{'EF_trace_w': array([74.69736   ,  6.306587  ,  5.4147906 ,  6.690585  ,  3.8634665 ,
        4.3702636 ,  4.821827  ,  6.110343  ,  5.576317  ,  3.1281497 ,
        1.0127599 ,  2.7010434 ,  1.4377234 ,  1.1274799 ,  0.21222049,
        2.1623344 ], dtype=float32), 'EF_trace_a': array([0.67808515, 0.21962042, 0.1353566 , 0.18421222, 0.09738129,
       0.09738129, 0.21500513, 0.16245511, 0.16923825, 0.06285422,
       0.06285422, 0.20285872, 0.0228009 , 0.05071387, 0.04794196],
      dtype=float32), 'avg_EF': 3.3879907}",256,0.0015625
6,"{'EF_trace_w': array([0.08837339, 0.01862938, 0.02337664, 0.00134379, 0.0004369 ,
       0.01228267, 0.0057744 , 0.00822727, 0.00397506, 0.00213239,
       0.00701891, 0.00456668, 0.0074704 , 0.00591132, 0.00215794,
       0.20350157], dtype=float32), 'EF_trace_a': array([0.07598279, 0.01568884, 0.01408598, 0.00129476, 0.01549887,
       0.01549887, 0.01170803, 0.01122042, 0.00678   , 0.00774787,
       0.00774787, 0.01822338, 0.03569945, 0.0083237 , 0.9060287 ],
      dtype=float32), 'avg_EF': 0.00733013}",512,0.1
6,"{'EF_trace_w': array([1.0522522 , 0.09403817, 0.0257188 , 0.01629402, 0.00490637,
       0.04981357, 0.01902266, 0.02153363, 0.00402054, 0.00432564,
       0.01241867, 0.01544761, 0.0223689 , 0.01514729, 0.00404573,
       0.25252143], dtype=float32), 'EF_trace_a': array([0.07882525, 0.07107564, 0.0467344 , 0.0188085 , 0.04786854,
       0.04786854, 0.05085167, 0.02188076, 0.00484789, 0.02150187,
       0.02150187, 0.0616361 , 0.11161656, 0.0358436 , 1.0147556 ],
      dtype=float32), 'avg_EF': 0.022648867}",512,0.05
6,"{'EF_trace_w': array([1.0267674 , 0.0500054 , 0.07554713, 0.03136116, 0.02146205,
       0.09541918, 0.03075796, 0.03149923, 0.02145564, 0.01201314,
       0.02043345, 0.04976243, 0.063791  , 0.03655702, 0.00695814,
       0.38538373], dtype=float32), 'EF_trace_a': array([0.33997428, 0.06714363, 0.0607381 , 0.03547034, 0.05490967,
       0.05490967, 0.05976915, 0.03961462, 0.04370197, 0.03804649,
       0.03804649, 0.15519275, 0.19245328, 0.08661367, 0.38675648],
      dtype=float32), 'avg_EF': 0.045954313}",512,0.025
6,"{'EF_trace_w': array([2.8740728 , 0.16608158, 0.17044684, 0.2568255 , 0.10003617,
       0.22718666, 0.09781282, 0.09996321, 0.09816125, 0.05831098,
       0.04114013, 0.10985535, 0.11965874, 0.08148052, 0.01204945,
       0.5556324 ], dtype=float32), 'EF_trace_a': array([0.39844337, 0.16723232, 0.10246933, 0.16522866, 0.07261657,
       0.07261657, 0.11521403, 0.07939725, 0.12385935, 0.05123593,
       0.05123593, 0.27241915, 0.15918484, 0.2142575 , 0.16775203],
      dtype=float32), 'avg_EF': 0.13134}",512,0.0125
6,"{'EF_trace_w': array([20.297375  ,  0.8825728 ,  1.1488051 ,  0.7966989 ,  0.45307174,
        1.2349664 ,  0.7352814 ,  1.01776   ,  0.6119453 ,  0.3985069 ,
        0.23478672,  0.42695352,  0.25929186,  0.18473841,  0.04000827,
        1.4695557 ], dtype=float32), 'EF_trace_a': array([0.81163466, 0.18943796, 0.15800196, 0.21619166, 0.1259128 ,
       0.1259128 , 0.23136747, 0.16008846, 0.15463646, 0.08796446,
       0.08796446, 0.28975824, 0.03515284, 0.08349183, 0.08584741],
      dtype=float32), 'avg_EF': 0.6196672}",512,0.00625
6,"{'EF_trace_w': array([47.9096    ,  3.4394364 ,  2.6888385 ,  3.5319211 ,  1.5778236 ,
        2.4246573 ,  1.9996557 ,  2.9252465 ,  2.7314699 ,  1.5368681 ,
        0.64792067,  1.353513  ,  0.85458404,  0.65210533,  0.08986428,
        1.2813877 ], dtype=float32), 'EF_trace_a': array([0.98663306, 0.24507366, 0.1514553 , 0.24942279, 0.11102071,
       0.11102071, 0.3174143 , 0.23108438, 0.2668566 , 0.09634495,
       0.09634495, 0.37360686, 0.04417001, 0.14652242, 0.06358071],
      dtype=float32), 'avg_EF': 1.7573341}",512,0.003125
6,"{'EF_trace_w': array([180.1349   ,  19.149055 ,  14.8377905,   9.878198 ,   8.430601 ,
         6.6481223,   9.391603 ,  11.28451  ,  10.951388 ,   6.4448633,
         1.4599144,   3.9924781,   1.8699961,   1.6580768,   0.3219518,
         2.3665566], dtype=float32), 'EF_trace_a': array([0.5100442 , 0.22828726, 0.17355089, 0.12593272, 0.10707977,
       0.10707977, 0.18340096, 0.16156769, 0.1595772 , 0.06301157,
       0.06301157, 0.12025655, 0.01660792, 0.03167351, 0.04183244],
      dtype=float32), 'avg_EF': 6.0127563}",512,0.0015625
6,"{'EF_trace_w': array([7.3963863e-01, 3.8563430e-02, 1.1811752e-02, 9.7132317e-04,
       7.3461572e-04, 2.2552524e-02, 6.8190559e-03, 8.7673925e-03,
       1.4126343e-03, 1.2722900e-03, 1.7722126e-02, 3.9018963e-03,
       5.4316251e-03, 1.0439597e-02, 3.1208042e-03, 1.7865665e-01],
      dtype=float32), 'EF_trace_a': array([5.0049506e-02, 3.1508777e-02, 2.0831577e-02, 4.5970906e-04,
       3.1058986e-02, 3.1058986e-02, 1.3726654e-02, 1.0605881e-02,
       2.8381422e-03, 1.2375468e-02, 1.2375468e-02, 8.5693691e-03,
       5.6346823e-02, 1.2991895e-02, 5.1499283e-01], dtype=float32), 'avg_EF': 0.008791527}",1024,0.1
6,"{'EF_trace_w': array([1.0557817 , 0.03264446, 0.02381835, 0.00589614, 0.0039818 ,
       0.05554853, 0.01674309, 0.02157142, 0.00880396, 0.00480798,
       0.01246741, 0.01551798, 0.02062007, 0.01557493, 0.00295694,
       0.19043162], dtype=float32), 'EF_trace_a': array([0.07956922, 0.05533704, 0.03685984, 0.00860051, 0.03691592,
       0.03691592, 0.03501563, 0.02467498, 0.01097121, 0.02616521,
       0.02616521, 0.05456153, 0.1004338 , 0.03384636, 0.5899658 ],
      dtype=float32), 'avg_EF': 0.019832041}",1024,0.05
6,"{'EF_trace_w': array([4.6378617 , 0.1684838 , 0.08317631, 0.04705263, 0.04613634,
       0.20623755, 0.06700525, 0.07714376, 0.04783215, 0.03330537,
       0.03453267, 0.06426639, 0.07197718, 0.04770024, 0.00879373,
       0.66049516], dtype=float32), 'EF_trace_a': array([0.3410313 , 0.11128864, 0.11828394, 0.05243427, 0.09657069,
       0.09657069, 0.10984346, 0.06741206, 0.0805866 , 0.04829743,
       0.04829743, 0.15737951, 0.15066737, 0.13247575, 0.233331  ],
      dtype=float32), 'avg_EF': 0.08691463}",1024,0.025
6,"{'EF_trace_w': array([18.075294  ,  1.2800288 ,  0.43991593,  0.68018496,  0.26149997,
        0.55551827,  0.27672535,  0.33800364,  0.20414436,  0.14486958,
        0.10427354,  0.21231866,  0.1930263 ,  0.14039066,  0.02517407,
        1.0691286 ], dtype=float32), 'EF_trace_a': array([0.45003152, 0.30426383, 0.15281683, 0.20383021, 0.11575042,
       0.11575042, 0.21006288, 0.11949255, 0.15869793, 0.07929508,
       0.07929508, 0.3278791 , 0.10001873, 0.22918421, 0.13584155],
      dtype=float32), 'avg_EF': 0.34735903}",1024,0.0125
6,"{'EF_trace_w': array([8.9324455e+01, 4.1488853e+00, 1.6271863e+00, 1.2889744e+00,
       7.2273433e-01, 2.2021346e+00, 1.0527735e+00, 1.1557888e+00,
       1.1287936e+00, 6.6759491e-01, 3.4902197e-01, 6.4841497e-01,
       4.1675773e-01, 4.0004033e-01, 7.6278403e-02, 2.1703923e+00],
      dtype=float32), 'EF_trace_a': array([0.41135216, 0.32190964, 0.1402794 , 0.11658278, 0.10969213,
       0.10969213, 0.20607668, 0.14633833, 0.17111045, 0.07317941,
       0.07317941, 0.2630201 , 0.03525818, 0.1172345 , 0.06788864],
      dtype=float32), 'avg_EF': 1.1301829}",1024,0.00625
6,"{'EF_trace_w': array([151.85927   ,  10.795566  ,   7.094467  ,  12.071681  ,
         5.7758627 ,   6.0499506 ,   6.7523966 ,   7.152028  ,
         6.2513375 ,   3.3252127 ,   1.2215692 ,   3.0694132 ,
         1.6036639 ,   1.3040073 ,   0.23912713,   2.1370375 ],
      dtype=float32), 'EF_trace_a': array([0.5650362 , 0.22425018, 0.1927849 , 0.2638058 , 0.12313287,
       0.12313287, 0.20491578, 0.15552849, 0.1776644 , 0.06952959,
       0.06952959, 0.23656586, 0.02938158, 0.06036998, 0.04841628],
      dtype=float32), 'avg_EF': 4.399992}",1024,0.003125
6,"{'EF_trace_w': array([298.86197   ,  34.930347  ,  25.053452  ,  39.644848  ,
        14.794937  ,   7.750535  ,  23.402573  ,  23.505821  ,
        23.51881   ,  13.010954  ,   2.5502243 ,   9.495419  ,
         5.0828075 ,   4.3606634 ,   0.55696654,   2.0426211 ],
      dtype=float32), 'EF_trace_a': array([0.70279664, 0.26745966, 0.20864812, 0.19455473, 0.1395997 ,
       0.1395997 , 0.332262  , 0.21684676, 0.21138673, 0.0834772 ,
       0.0834772 , 0.25574163, 0.03658073, 0.06665124, 0.04762917],
      dtype=float32), 'avg_EF': 11.693481}",1024,0.0015625
7,"{'EF_trace_w': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.],
      dtype=float32), 'EF_trace_a': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.],
      dtype=float32), 'avg_EF': 0.0}",16,0.1
7,"{'EF_trace_w': array([6.3075223e-03, 3.4622525e-04, 5.0023035e-04, 2.4620587e-05,
       3.4041324e-05, 2.1981441e-03, 4.7767651e-04, 5.1313679e-04,
       1.1960852e-03, 2.1565927e-03, 2.0707883e-03, 1.6266597e-04,
       6.1343645e-04, 1.5643644e-04, 9.8476463e-05, 9.3406379e-02],
      dtype=float32), 'EF_trace_a': array([1.5094001e-03, 2.6701231e-04, 8.1518589e-04, 3.3622717e-05,
       1.3495843e-03, 1.3495843e-03, 9.8930160e-04, 3.8173869e-03,
       1.9952196e-03, 1.4213293e-03, 1.4213293e-03, 6.3672446e-04,
       7.4283026e-02, 2.3465983e-04, 1.6163894e+00], dtype=float32), 'avg_EF': 0.0006111087}",16,0.05
7,"{'EF_trace_w': array([1.9394928e-01, 3.6776764e-05, 5.8050930e-05, 1.1193780e-05,
       4.8563928e-05, 1.4270325e-02, 3.9565917e-03, 6.8470705e-03,
       2.3580722e-03, 1.5434623e-03, 1.8886045e-02, 2.0978444e-03,
       3.0427901e-03, 1.2667401e-02, 4.6305778e-03, 2.7727965e-01],
      dtype=float32), 'EF_trace_a': array([1.9463329e-02, 7.8249956e-05, 2.0748250e-02, 4.6554059e-04,
       2.9192742e-02, 2.9192742e-02, 1.7071333e-02, 1.4015648e-02,
       3.8444223e-03, 1.6086450e-02, 1.6086450e-02, 6.3872840e-03,
       3.9912561e-01, 2.0257212e-02, 1.4514569e+00], dtype=float32), 'avg_EF': 0.0023018068}",16,0.025
7,"{'EF_trace_w': array([0.27532977, 0.01776862, 0.00225691, 0.00034914, 0.00061097,
       0.03981775, 0.01333074, 0.01364438, 0.01275615, 0.00945573,
       0.0178471 , 0.01275115, 0.01905934, 0.02130322, 0.00897841,
       0.30936924], dtype=float32), 'EF_trace_a': array([4.9119651e-02, 8.8991597e-03, 4.3259736e-02, 9.0499985e-04,
       5.9780404e-02, 5.9780404e-02, 3.8972393e-02, 3.0145664e-02,
       2.1650642e-02, 2.3517434e-02, 2.3517434e-02, 4.0301718e-02,
       1.8908679e-01, 4.2849559e-02, 2.5135505e+00], dtype=float32), 'avg_EF': 0.0128135}",16,0.0125
7,"{'EF_trace_w': array([0.54562753, 0.01311477, 0.0156382 , 0.03662992, 0.02946209,
       0.08130269, 0.02668311, 0.02601028, 0.01341738, 0.01263112,
       0.01824954, 0.0337311 , 0.04863966, 0.02894938, 0.00647072,
       0.2777374 ], dtype=float32), 'EF_trace_a': array([0.18634337, 0.05296065, 0.11625851, 0.05546719, 0.10851558,
       0.10851558, 0.06637289, 0.04028649, 0.03186924, 0.03536274,
       0.03536274, 0.13118255, 0.22525212, 0.08218291, 0.9913357 ],
      dtype=float32), 'avg_EF': 0.032804985}",16,0.00625
7,"{'EF_trace_w': array([1.0045809 , 0.1136837 , 0.14091289, 0.06153738, 0.03628367,
       0.14091855, 0.06938893, 0.08926129, 0.03568148, 0.02349177,
       0.04137779, 0.06083556, 0.07219981, 0.06676807, 0.01239122,
       0.49403378], dtype=float32), 'EF_trace_a': array([0.3949609 , 0.1564249 , 0.08276507, 0.13283636, 0.0843102 ,
       0.0843102 , 0.13138212, 0.0598141 , 0.05923424, 0.05108712,
       0.05108712, 0.20006746, 0.16135374, 0.18929711, 0.61692303],
      dtype=float32), 'avg_EF': 0.07819276}",16,0.003125
7,"{'EF_trace_w': array([4.121     , 0.3756098 , 0.4161415 , 0.1774169 , 0.08605745,
       0.52168643, 0.33073327, 0.33785984, 0.25736773, 0.16771841,
       0.10173848, 0.28487593, 0.21947512, 0.16364296, 0.02864179,
       1.0630419 ], dtype=float32), 'EF_trace_a': array([0.6997873 , 0.1617373 , 0.11614003, 0.08941741, 0.11579946,
       0.11579946, 0.26368746, 0.13388215, 0.15395758, 0.08008453,
       0.08008453, 0.36465812, 0.06728585, 0.18089798, 0.16823278],
      dtype=float32), 'avg_EF': 0.26971564}",16,0.0015625
7,"{'EF_trace_w': array([0.00899842, 0.00047202, 0.00041713, 0.00036406, 0.00031728,
       0.00191641, 0.00211407, 0.00149107, 0.00165917, 0.00120163,
       0.00157206, 0.00051852, 0.00196896, 0.        , 0.        ,
       0.07657786], dtype=float32), 'EF_trace_a': array([3.2564299e-03, 7.9261139e-04, 2.0596622e-03, 2.3415466e-04,
       2.2604442e-03, 2.2604442e-03, 3.8048110e-03, 4.7436543e-03,
       2.0730630e-03, 2.4392300e-03, 2.4392300e-03, 1.5084087e-03,
       8.7654134e-03, 0.0000000e+00, 8.3038960e+00], dtype=float32), 'avg_EF': 0.0}",32,0.1
7,"{'EF_trace_w': array([0.01184005, 0.00394798, 0.00017886, 0.00142315, 0.00089932,
       0.00217738, 0.00113981, 0.00125703, 0.00323492, 0.00209457,
       0.00358464, 0.00077209, 0.00072833, 0.        , 0.        ,
       0.10645384], dtype=float32), 'EF_trace_a': array([4.4617308e-03, 1.2102689e-03, 3.7653742e-03, 1.0923119e-03,
       2.7919523e-03, 2.7919523e-03, 3.0506779e-03, 5.3518256e-03,
       2.7179956e-03, 3.3324554e-03, 3.3324554e-03, 1.2614639e-03,
       6.4923344e-03, 0.0000000e+00, 4.9427824e+00], dtype=float32), 'avg_EF': 0.0}",32,0.05
7,"{'EF_trace_w': array([1.4914101e-01, 1.0118018e-02, 1.6026918e-02, 6.3039850e-05,
       1.1536317e-05, 2.6769329e-02, 1.6516456e-02, 9.2866132e-03,
       7.2314069e-03, 3.7509857e-03, 6.7096981e-03, 8.8750124e-03,
       1.2610191e-02, 6.5785227e-03, 2.4796377e-03, 2.0353016e-01],
      dtype=float32), 'EF_trace_a': array([5.1911272e-02, 1.4742481e-02, 2.4598770e-02, 5.1304516e-05,
       4.2513214e-02, 4.2513214e-02, 2.5746873e-02, 1.9496925e-02,
       1.3641428e-02, 1.4062417e-02, 1.4062417e-02, 2.9481556e-02,
       9.3951255e-02, 7.4119195e-03, 1.3744140e+00], dtype=float32), 'avg_EF': 0.0062093535}",32,0.025
7,"{'EF_trace_w': array([0.44210273, 0.02605966, 0.03543657, 0.01230939, 0.00397692,
       0.05675948, 0.04346387, 0.03015035, 0.00281496, 0.00250711,
       0.01271211, 0.02320153, 0.03817508, 0.02107932, 0.0060527 ,
       0.28144202], dtype=float32), 'EF_trace_a': array([0.12650928, 0.03194326, 0.04458999, 0.01840403, 0.06043638,
       0.06043638, 0.1167246 , 0.02443192, 0.00439945, 0.02762495,
       0.02762495, 0.09684253, 0.13853835, 0.05730773, 1.4653658 ],
      dtype=float32), 'avg_EF': 0.022476118}",32,0.0125
7,"{'EF_trace_w': array([1.1188006 , 0.09210993, 0.06620806, 0.02218288, 0.01497822,
       0.16437401, 0.05422673, 0.0446852 , 0.01384548, 0.00955216,
       0.03033541, 0.05081222, 0.07151029, 0.04703511, 0.00827979,
       0.36498982], dtype=float32), 'EF_trace_a': array([0.25512064, 0.08622204, 0.11144347, 0.04380339, 0.14029871,
       0.14029871, 0.09097654, 0.04480013, 0.02081903, 0.04588626,
       0.04588626, 0.22805096, 0.23181146, 0.125977  , 0.65080965],
      dtype=float32), 'avg_EF': 0.0506413}",32,0.00625
7,"{'EF_trace_w': array([4.049804  , 0.49306864, 0.20187204, 0.12048113, 0.08710618,
       0.5051747 , 0.2590723 , 0.25767273, 0.11848959, 0.10715525,
       0.09951392, 0.17363232, 0.1755584 , 0.14126678, 0.02295535,
       0.94447684], dtype=float32), 'EF_trace_a': array([0.30702978, 0.2698458 , 0.17786819, 0.06770247, 0.17314872,
       0.17314872, 0.2973023 , 0.1247135 , 0.1004653 , 0.09822422,
       0.09822422, 0.31354293, 0.1440002 , 0.26546854, 0.27781385],
      dtype=float32), 'avg_EF': 0.21214308}",32,0.003125
7,"{'EF_trace_w': array([7.1400375 , 0.6533831 , 0.52635247, 0.52996516, 0.31134945,
       0.58642465, 0.49549127, 0.60725677, 0.40469855, 0.23995133,
       0.16696648, 0.33869636, 0.24432877, 0.229752  , 0.03489495,
       1.2382128 ], dtype=float32), 'EF_trace_a': array([0.6433751 , 0.25305963, 0.16357866, 0.19430672, 0.10879232,
       0.10879232, 0.33740458, 0.12902743, 0.18304369, 0.0800238 ,
       0.0800238 , 0.31358737, 0.04617179, 0.20706424, 0.11659837],
      dtype=float32), 'avg_EF': 0.42040876}",32,0.0015625
7,"{'EF_trace_w': array([9.8326298e-26, 7.4566090e-28, 3.3724755e-28, 2.9456648e-28,
       1.0411653e-27, 4.7691101e-26, 1.2201481e-27, 1.7757434e-27,
       3.0172580e-27, 1.2063250e-27, 5.4467951e-25, 1.3101317e-26,
       3.2962630e-26, 8.5087770e-27, 1.9871372e-25, 9.4720561e-23],
      dtype=float32), 'EF_trace_a': array([5.3936831e-27, 7.2601016e-28, 2.4754384e-27, 5.4332920e-28,
       1.9715851e-27, 1.9715851e-27, 8.5246349e-28, 3.3497064e-27,
       7.1610197e-28, 4.3517192e-27, 4.3517192e-27, 9.7803106e-27,
       1.5642491e-25, 1.4168802e-26, 4.4997686e-23], dtype=float32), 'avg_EF': 1.15997405e-26}",64,0.1
7,"{'EF_trace_w': array([0.176068  , 0.00893543, 0.00155667, 0.00092811, 0.00047387,
       0.02751158, 0.00234073, 0.00342556, 0.00329124, 0.00186455,
       0.00788932, 0.0057475 , 0.00769707, 0.00444059, 0.0016578 ,
       0.23651795], dtype=float32), 'EF_trace_a': array([2.3697969e-02, 8.3793718e-03, 1.4428902e-02, 1.4275706e-03,
       2.0852510e-02, 2.0852510e-02, 6.2591699e-03, 1.2496511e-02,
       4.9215872e-03, 1.1544844e-02, 1.1544844e-02, 1.9375961e-02,
       3.7576526e-02, 2.5721951e-03, 1.8605595e+00], dtype=float32), 'avg_EF': 0.005581053}",64,0.05
7,"{'EF_trace_w': array([0.24289873, 0.02941559, 0.02109828, 0.02290845, 0.01048874,
       0.02696651, 0.01115094, 0.01053656, 0.00109117, 0.00101686,
       0.01067615, 0.00890091, 0.01415971, 0.01140655, 0.00394803,
       0.20632556], dtype=float32), 'EF_trace_a': array([1.77231729e-01, 3.57991271e-02, 3.61544304e-02, 2.49076616e-02,
       3.88721116e-02, 3.88721116e-02, 2.61739809e-02, 1.33878104e-02,
       1.48414657e-03, 1.65258106e-02, 1.65258106e-02, 3.85377184e-02,
       1.10029384e-01, 1.72817148e-02, 1.59805107e+00], dtype=float32), 'avg_EF': 0.013728458}",64,0.025
7,"{'EF_trace_w': array([0.59651273, 0.01299256, 0.01028819, 0.01762698, 0.01306162,
       0.13344766, 0.03734645, 0.03251708, 0.00783883, 0.00866293,
       0.01938466, 0.02760871, 0.04434584, 0.02928159, 0.00549991,
       0.28850943], dtype=float32), 'EF_trace_a': array([0.1398659 , 0.02882048, 0.10682111, 0.03852789, 0.10683709,
       0.10683709, 0.12596379, 0.03773358, 0.01066438, 0.03550244,
       0.03550244, 0.1050204 , 0.18960002, 0.10076488, 0.6917383 ],
      dtype=float32), 'avg_EF': 0.028790072}",64,0.0125
7,"{'EF_trace_w': array([1.6771019 , 0.08105785, 0.09077895, 0.04943796, 0.02670694,
       0.15295407, 0.0723178 , 0.06316836, 0.01355017, 0.01398959,
       0.0350119 , 0.08321306, 0.10829605, 0.07977425, 0.01274217,
       0.5097753 ], dtype=float32), 'EF_trace_a': array([0.3624793 , 0.10363423, 0.0900725 , 0.06610546, 0.09247684,
       0.09247684, 0.12775174, 0.04782173, 0.01596461, 0.05447485,
       0.05447485, 0.27443054, 0.22467509, 0.22658968, 0.32160857],
      dtype=float32), 'avg_EF': 0.070262566}",64,0.00625
7,"{'EF_trace_w': array([3.6078951 , 0.3881805 , 0.24510078, 0.3305319 , 0.15633185,
       0.6731944 , 0.2842867 , 0.35775796, 0.34612662, 0.20051114,
       0.11337247, 0.25133216, 0.21397297, 0.16933218, 0.02483886,
       0.95656234], dtype=float32), 'EF_trace_a': array([0.8036082 , 0.22474134, 0.13951434, 0.1593619 , 0.09773286,
       0.09773286, 0.34066445, 0.18219689, 0.28756994, 0.08560572,
       0.08560572, 0.35154316, 0.08852343, 0.29866347, 0.16812862],
      dtype=float32), 'avg_EF': 0.28656015}",64,0.003125
7,"{'EF_trace_w': array([14.158223  ,  0.900438  ,  0.7959239 ,  1.3325135 ,  0.6667623 ,
        1.0623322 ,  0.8617204 ,  1.1707002 ,  0.8758753 ,  0.5428065 ,
        0.25703833,  0.67283857,  0.48270622,  0.39046878,  0.05442435,
        1.253937  ], dtype=float32), 'EF_trace_a': array([0.880103  , 0.21238941, 0.14919552, 0.3818363 , 0.108774  ,
       0.108774  , 0.2579137 , 0.18624343, 0.2365712 , 0.09007471,
       0.09007471, 0.38712087, 0.05070115, 0.19458342, 0.08507179],
      dtype=float32), 'avg_EF': 0.7509075}",64,0.0015625
