precision,avg_cka,emd,noise_emd,batch_size,learning_rate,loss
4,0.9998347759246826,13.756810188293457,-1.0,512,0.1,-107.26912697284261
4,0.9998705983161926,13.545520464579264,-1.0,512,0.05,-107.38251440847135
4,0.9998767375946045,8.478779474894205,-1.0,512,0.025,-111.79415036045006
4,0.9956948757171631,3.8628653287887573,-1.0,512,0.0125,-125.88751910524307
4,0.9975463151931763,1.5540865659713745,-1.0,512,0.00625,-164.3464799127811
4,0.9991939067840576,1.3623158534367878,-1.0,512,0.003125,-173.40441627227972
4,0.9993391036987305,1.7443809111913045,-1.0,512,0.0015625,-157.32692863034495
4,0.9999486207962036,13.756810188293457,-1.0,1024,0.1,-107.26912697284261
4,0.9999336004257202,13.756810188293457,-1.0,1024,0.05,-107.26912697284261
4,0.9999228715896606,9.50751527150472,-1.0,1024,0.025,-110.51799520109248
4,0.9975759983062744,5.987423817316691,-1.0,1024,0.0125,-116.70167388364631
4,0.9991648197174072,1.4757297833760579,-1.0,1024,0.00625,-167.76308313790884
4,0.9967391490936279,1.544061263402303,-1.0,1024,0.003125,-164.76426963762586
4,0.9965668320655823,1.5317053000132244,-1.0,1024,0.0015625,-165.28671017795435
5,0.9953229427337646,13.756807327270508,-1.0,16,0.1,-107.26912848461338
5,0.9954122304916382,13.713943163553873,-1.0,16,0.05,-107.29184879996875
5,0.9884438514709473,2.6551566918691,-1.0,16,0.025,-137.66256067155302
5,0.9862077236175537,1.7731406688690186,-1.0,16,0.0125,-156.39710472817933
5,0.9936951398849487,1.3741523424784343,-1.0,16,0.00625,-172.7721351619858
5,0.9945281744003296,1.2198565006256104,-1.0,16,0.003125,-181.9768554323516
5,0.9947129487991333,1.1559715668360393,-1.0,16,0.0015625,-186.50731805947942
5,0.9970147609710693,13.756810188293457,-1.0,32,0.1,-107.26912697284261
5,0.996900200843811,13.659982681274414,-1.0,32,0.05,-107.32065349812511
5,0.9915165901184082,8.195270538330078,3.7166669368743896,32,0.025,-54.64863643620822
5,0.9916930198669434,2.8768746058146157,-1.0,32,0.0125,-134.7599439328653
5,0.9973535537719727,1.3862532377243042,-1.0,32,0.00625,-172.13689193192553
5,0.9967122077941895,1.2709123293558757,-1.0,32,0.003125,-178.68363355219165
5,0.9979475736618042,1.1512428919474285,-1.0,32,0.0015625,-186.8626427137728
5,0.9978495836257935,13.756810188293457,-1.0,64,0.1,-107.26912697284261
5,0.9979370832443237,13.70702075958252,-1.0,64,0.05,-107.29553137432075
5,0.997761070728302,8.524564425150553,-1.0,64,0.025,-111.73080465026035
5,0.9965147972106934,2.888888359069824,-1.0,64,0.0125,-134.6153909638095
5,0.9977374076843262,1.4514786005020142,-1.0,64,0.00625,-168.89526305480052
5,0.9977973699569702,1.2263822952906291,-1.0,64,0.003125,-181.54064224834713
5,0.9959273338317871,1.203288992245992,-1.0,64,0.0015625,-183.1055553939254
5,0.998770534992218,13.756810188293457,-1.0,128,0.1,-107.26912697284261
5,0.9988067150115967,13.756797790527344,-1.0,128,0.05,-107.26913352385378
5,0.9668411016464233,6.512161731719971,3.0740842819213867,128,0.025,-52.79471842740199
5,0.9978104829788208,2.181460698445638,-1.0,128,0.0125,-145.8408441973093
5,0.9984629154205322,1.296775499979655,-1.0,128,0.00625,-177.11435017207597
5,0.9990551471710205,1.2709583441416423,-1.0,128,0.003125,-178.68078482740225
5,0.9976494908332825,1.257047414779663,-1.0,128,0.0015625,-179.5514940997895
5,0.9993492364883423,13.756810188293457,-1.0,256,0.1,-107.26912697284261
5,0.999430775642395,13.7200558980306,-1.0,256,0.05,-107.28860004239154
5,0.9993100166320801,8.31463368733724,-1.0,256,0.025,-112.02698805027272
5,0.9988876581192017,2.2343624035517373,-1.0,256,0.0125,-144.7554970675483
5,0.9996433854103088,1.39741849899292,-1.0,256,0.00625,-171.5605239747915
5,0.9980020523071289,1.3183789253234863,-1.0,256,0.003125,-175.85072703999978
5,0.9975641965866089,1.3332398335138957,-1.0,256,0.0015625,-175.0052597336815
5,0.9995554089546204,13.756810188293457,-1.0,512,0.1,-107.26912697284261
5,0.9998111724853516,13.756810188293457,-1.0,512,0.05,-107.26912697284261
5,0.9993360042572021,8.089453220367432,-1.0,512,0.025,-112.36177492790519
5,0.999254584312439,2.2855437596639,-1.0,512,0.0125,-143.75326421871068
5,0.9985909461975098,1.279195745786031,-1.0,512,0.00625,-178.17411864401777
5,0.9996119737625122,1.5202168623606365,-1.0,512,0.003125,-165.78008866755835
5,0.999032735824585,1.5137162605921428,-1.0,512,0.0015625,-166.0625789676604
5,0.9999268054962158,13.756810188293457,-1.0,1024,0.1,-107.26912697284261
5,0.9999146461486816,13.756810188293457,-1.0,1024,0.05,-107.26912697284261
5,0.999889075756073,8.119535287221273,-1.0,1024,0.025,-112.31597578710969
5,0.9990353584289551,1.481541633605957,-1.0,1024,0.0125,-167.49725943010307
5,0.9980288743972778,1.4596798817316692,-1.0,1024,0.00625,-168.50817172417732
5,0.9992737770080566,1.4804921944936116,-1.0,1024,0.003125,-167.54510450776408
5,0.9990355968475342,1.2517183621724446,-1.0,1024,0.0015625,-179.8901757951709
6,0.9944314956665039,13.756807327270508,-1.0,16,0.1,-107.26912848461338
6,0.9946556091308594,13.689341227213541,-1.0,16,0.05,-107.30495341888376
6,0.9854919910430908,6.264570871988933,-1.0,16,0.025,-115.96278532774443
6,0.9863543510437012,2.34917143980662,-1.0,16,0.0125,-142.56820013452565
6,0.9847302436828613,1.375908613204956,-1.0,16,0.00625,-172.6792455838082
6,0.9938657879829407,1.2194299697875977,-1.0,16,0.003125,-182.00552920428728
6,0.9931178092956543,1.185078501701355,-1.0,16,0.0015625,-184.3825956309521
6,0.996651291847229,13.756810188293457,-1.0,32,0.1,-107.26912697284261
6,0.9963942766189575,13.569326718648275,-1.0,32,0.05,-107.36956240154277
6,0.9925408363342285,6.989657402038574,5.200527191162109,32,0.025,-25.596822676239533
6,0.9955006837844849,2.24575146039327,-1.0,32,0.0125,-144.52852497866718
6,0.9979283809661865,1.3060595194498699,-1.0,32,0.00625,-176.56618899123478
6,0.9966757297515869,1.171650767326355,-1.0,32,0.003125,-185.34966458323984
6,0.995673418045044,1.1627782980600994,-1.0,32,0.0015625,-186.00091708525454
6,0.9974566698074341,13.756810188293457,-1.0,64,0.1,-107.26912697284261
6,0.9975090026855469,13.756803512573242,-1.0,64,0.05,-107.2691305003087
6,0.9934320449829102,2.5023103952407837,-1.0,64,0.025,-139.96306780733232
6,0.9974455833435059,2.0495243867238364,-1.0,64,0.0125,-148.79180782027677
6,0.9978941082954407,1.2964364687601726,-1.0,64,0.00625,-177.13451635284025
6,0.9967076778411865,1.1704285144805908,-1.0,64,0.003125,-185.4387933673828
6,0.9959425926208496,1.1911062002182007,-1.0,64,0.0015625,-183.95557002530995
6,0.9985227584838867,13.756810188293457,-1.0,128,0.1,-107.26912697284261
6,0.9985331296920776,13.756810188293457,-1.0,128,0.05,-107.26912697284261
6,0.9877762794494629,6.330972989400228,3.537447690963745,128,0.025,-44.12473885315266
6,0.9982088804244995,1.4156306385993958,-1.0,128,0.0125,-170.63989523350423
6,0.9983516931533813,1.339908281962077,-1.0,128,0.00625,-174.63197395389358
6,0.9975504875183105,1.2305817206700642,-1.0,128,0.003125,-181.26238048258102
6,0.9971906542778015,1.105781356493632,-1.0,128,0.0015625,-190.43379092327453
6,0.9992711544036865,13.756810188293457,-1.0,256,0.1,-107.26912697284261
6,0.9992778301239014,13.74083137512207,-1.0,256,0.05,-107.27758002918594
6,0.9981107711791992,6.5838165283203125,-1.0,256,0.025,-115.1887586128577
6,0.9988029599189758,2.143707553545634,-1.0,256,0.0125,-146.6481539585951
6,0.998479962348938,1.1470333735148113,-1.0,256,0.00625,-187.18142149044346
6,0.9974948167800903,1.1740506092707317,-1.0,256,0.003125,-185.17520387142048
6,0.9986674785614014,1.4506330490112305,-1.0,256,0.0015625,-168.93542103439685
6,0.9996640682220459,13.756810188293457,-1.0,512,0.1,-107.26912697284261
6,0.9584890007972717,11.808265209197998,-1.0,512,0.05,-108.46864448150313
6,0.9997739791870117,8.131706873575846,-1.0,512,0.025,-112.29754116260045
6,0.9992339611053467,1.4068724314371746,-1.0,512,0.0125,-171.07964998492872
6,0.9983079433441162,1.319995681444804,-1.0,512,0.00625,-175.7578236093506
6,0.997270405292511,1.4012014071146648,-1.0,512,0.003125,-171.36732770338753
6,0.9988223314285278,1.4926106135050456,-1.0,512,0.0015625,-166.99670972134754
6,0.9998937845230103,13.756810188293457,-1.0,1024,0.1,-107.26912697284261
6,0.9999001622200012,13.705867131551107,-1.0,1024,0.05,-107.29614544196176
6,0.9998999238014221,8.180574099222818,-1.0,1024,0.025,-112.22408094922095
6,0.999428391456604,1.3767571449279785,-1.0,1024,0.0125,-172.6344514487566
6,0.9992414712905884,1.3725869258244832,-1.0,1024,0.00625,-172.85513078884395
6,0.9990832805633545,1.5098591248194377,-1.0,1024,0.003125,-166.23134460439076
6,0.9990688562393188,1.803835391998291,-1.0,1024,0.0015625,-155.4374309560585
7,0.9843372106552124,13.743846893310547,-1.0,16,0.1,-107.27598326554936
7,0.9941792488098145,13.71309757232666,-1.0,16,0.05,-107.29229843750272
7,0.9919866323471069,2.9172755082448325,-1.0,16,0.025,-134.27855878451626
7,0.9678601622581482,1.7234386603037517,-1.0,16,0.0125,-158.0235330118307
7,0.9936097860336304,1.3350872993469238,-1.0,16,0.00625,-174.90146902671935
7,0.9937351942062378,1.1943961381912231,-1.0,16,0.003125,-183.72431624857612
7,0.9930379390716553,1.1723255316416423,-1.0,16,0.0015625,-185.30053922818436
7,0.9962210655212402,13.756810188293457,-1.0,32,0.1,-107.26912697284261
7,0.9961700439453125,13.20206610361735,-1.0,32,0.05,-107.57457198101743
7,0.9932541847229004,4.822390238444011,3.135268211364746,32,0.025,-34.985182526904545
7,0.9950516223907471,2.108998696009318,-1.0,32,0.0125,-147.41586620666084
7,0.9971964359283447,1.2493460178375244,-1.0,32,0.00625,-180.04187676772574
7,0.9959951639175415,1.2374838987986247,-1.0,32,0.003125,-180.80913222150375
7,0.9948656558990479,1.1954854726791382,-1.0,32,0.0015625,-183.64802608257162
7,0.9973583221435547,13.756810188293457,-1.0,64,0.1,-107.26912697284261
7,0.9973833560943604,13.751276334126791,-1.0,64,0.05,-107.2720522495667
7,0.9820001125335693,4.547825336456299,-1.0,64,0.025,-121.98853135329968
7,0.9985055923461914,1.43086842695872,-1.0,64,0.0125,-169.887627762217
7,0.9966471195220947,1.2200250625610352,-1.0,64,0.00625,-181.96552929009786
7,0.9972294569015503,1.1912279923756917,-1.0,64,0.003125,-183.94698633682023
7,0.9959793090820312,1.132470726966858,-1.0,64,0.0015625,-188.3025032071549
7,0.998387336730957,13.756810188293457,-1.0,128,0.1,-107.26912697284261
7,0.9983936548233032,13.645970662434896,-1.0,128,0.05,-107.32817052547853
7,0.9972324371337891,4.249188741048177,4.337817192077637,128,0.025,2.085773460079284
7,0.9959391951560974,1.434932788213094,-1.0,128,0.0125,-169.68967523874682
7,0.9973926544189453,1.249456564585368,-1.0,128,0.00625,-180.03479499360188
7,0.9974565505981445,1.1962205568949382,-1.0,128,0.003125,-183.5966239031811
7,0.9960349798202515,1.2088747024536133,-1.0,128,0.0015625,-182.72155898128506
7,0.9991700649261475,13.756810188293457,-1.0,256,0.1,-107.26912697284261
7,0.9992457628250122,13.719202359517416,-1.0,256,0.05,-107.2890535017604
7,0.9974385499954224,4.829101085662842,-1.0,256,0.025,-120.70778768679969
7,0.9979813098907471,1.5824097792307537,-1.0,256,0.0125,-163.1947560691974
7,0.9985474348068237,1.2873783111572266,-1.0,256,0.00625,-177.67724462447237
7,0.9986550807952881,1.3556965589523315,-1.0,256,0.003125,-173.762819076032
7,0.9957644939422607,1.226340373357137,-1.0,256,0.0015625,-181.5434296811476
7,0.9997453689575195,13.756810188293457,-1.0,512,0.1,-107.26912697284261
7,0.9997467994689941,13.756810188293457,-1.0,512,0.05,-107.26912697284261
7,0.9997563362121582,7.869976043701172,-1.0,512,0.025,-112.7065189836297
7,0.9982722997665405,1.2676244179407756,-1.0,512,0.0125,-178.88771988350265
7,0.9992533326148987,1.3412484327952068,-1.0,512,0.00625,-174.55740305440406
7,0.9985435009002686,1.4168161153793335,-1.0,512,0.003125,-170.58078950014368
7,0.9941198825836182,1.229868491490682,-1.0,512,0.0015625,-181.30950641624568
7,0.9998843669891357,13.756810188293457,-1.0,1024,0.1,-107.26912697284261
7,0.9999163746833801,13.749136288960775,-1.0,1024,0.05,-107.27318414032236
7,0.9998989105224609,9.237993558247885,-1.0,1024,0.025,-110.82486141275967
7,0.9993507862091064,1.3587580919265747,-1.0,1024,0.0125,-173.59661781900456
7,0.9989176988601685,1.3816523949305217,-1.0,1024,0.00625,-172.37710466606086
7,0.9990801811218262,1.230373462041219,-1.0,1024,0.003125,-181.2761353240646
7,0.9945508241653442,1.6159816980361938,-1.0,1024,0.0015625,-161.88188896045298
8,0.9943974018096924,13.756807327270508,-1.0,16,0.1,-107.26912848461338
8,0.9937613606452942,13.756807327270508,-1.0,16,0.05,-107.26912848461338
8,0.9887981414794922,2.611660639444987,-1.0,16,0.025,-138.28981395578688
8,0.9905867576599121,1.7329975763956706,-1.0,16,0.0125,-157.7034851993171
8,0.9943726062774658,1.3217399915059407,-1.0,16,0.00625,-175.65784544815335
8,0.9928717613220215,1.1893568833669026,-1.0,16,0.003125,-184.07905263634075
8,0.9929440021514893,1.1348771651585896,-1.0,16,0.0015625,-188.11526310517124
8,0.9960794448852539,13.756810188293457,-1.0,32,0.1,-107.26912697284261
8,0.9340710639953613,9.946719964345297,-1.0,32,0.05,-110.0535654324699
8,0.9900785684585571,4.978298664093018,3.3167996406555176,32,0.025,-33.37483617488434
8,0.9934550523757935,1.5876023769378662,-1.0,32,0.0125,-162.98806392119283
8,0.9907095432281494,1.4121618668238323,-1.0,32,0.00625,-170.81341193904018
8,0.995651364326477,1.1365737517674763,-1.0,32,0.003125,-187.98373167116594
8,0.9951865673065186,1.12701682249705,-1.0,32,0.0015625,-188.72982018000158
8,0.9972383975982666,13.756810188293457,-1.0,64,0.1,-107.26912697284261
8,0.9971909523010254,13.639315923055014,-1.0,64,0.05,-107.33174600281578
8,0.9955337643623352,3.078151067097982,-1.0,64,0.025,-132.48703452825595
8,0.996556282043457,1.4815006653467815,-1.0,64,0.0125,-167.49912594645548
8,0.9963667392730713,1.2244131962458293,-1.0,64,0.00625,-181.67177575887763
8,0.9976320862770081,1.1848726272583008,-1.0,64,0.003125,-184.39725730806347
8,0.9956753253936768,1.127974510192871,-1.0,64,0.0015625,-188.65448562565578
8,0.9983516335487366,13.756810188293457,-1.0,128,0.1,-107.26912697284261
8,0.9983125329017639,13.407410303751627,-1.0,128,0.05,-107.45856192467073
8,0.9669790267944336,5.113621314366658,4.304361343383789,128,0.025,-15.82557489560799
8,0.9985301494598389,1.4394856691360474,-1.0,128,0.0125,-169.46925707153315
8,0.9974749088287354,1.2221719026565552,-1.0,128,0.00625,-181.82155045672098
8,0.9973311424255371,1.2523487408955891,-1.0,128,0.003125,-179.84996250204813
8,0.9970831871032715,1.1387359301249187,-1.0,128,0.0015625,-187.81667228944823
8,0.9991353750228882,13.756810188293457,-1.0,256,0.1,-107.26912697284261
8,0.9991309642791748,13.73690128326416,-1.0,256,0.05,-107.27966212597242
8,0.9907577037811279,5.057904163996379,-1.0,256,0.025,-119.7710349499757
8,0.9979147911071777,1.2939093112945557,-1.0,256,0.0125,-177.28516915915077
8,0.9976785182952881,1.2459217707316081,-1.0,256,0.00625,-180.26186101658678
8,0.9987128376960754,1.226942737897237,-1.0,256,0.003125,-181.50339613353293
8,0.9922095537185669,1.2876205444335938,-1.0,256,0.0015625,-177.66263161325108
8,0.9997262954711914,13.756810188293457,-1.0,512,0.1,-107.26912697284261
8,0.9997575283050537,13.378607749938965,-1.0,512,0.05,-107.4746193228108
8,0.9997410774230957,7.417604764302571,-1.0,512,0.025,-113.48144086636331
8,0.9977844953536987,1.3541473150253296,-1.0,512,0.0125,-173.8472091554747
8,0.9989149570465088,1.3254512548446655,-1.0,512,0.00625,-175.44600349087855
8,0.9979338645935059,1.443173925081889,-1.0,512,0.003125,-169.29171755533608
8,0.9924745559692383,1.3876736958821614,-1.0,512,0.0015625,-172.06305077104508
8,0.9998974800109863,13.756810188293457,-1.0,1024,0.1,-107.26912697284261
8,0.9998800754547119,13.751289367675781,-1.0,1024,0.05,-107.27204535707489
8,0.999854326248169,7.79166825612386,-1.0,1024,0.025,-112.8342219808197
8,0.9996496438980103,1.3631781737009685,-1.0,1024,0.0125,-173.35798205197523
8,0.9986188411712646,1.3356948693593342,-1.0,1024,0.00625,-174.86739845602983
8,0.9985908269882202,1.721743901570638,-1.0,1024,0.003125,-158.0806471326986
8,0.9985145330429077,1.4007587035497029,-1.0,1024,0.0015625,-171.3898830302372
9,0.9940216541290283,13.756807327270508,-1.0,16,0.1,-107.26912848461338
9,0.9549487829208374,8.579968214035034,-1.0,16,0.05,-111.65505483300286
9,0.9829787015914917,3.30351456006368,-1.0,16,0.025,-130.27079135927053
