precision,avg_cka,emd,noise_emd,batch_size,learning_rate,loss
2,0.9976618885993958,13.756807327270508,-1.0,16,0.1,-107.26912848461338
2,0.997025728225708,13.756807327270508,-1.0,16,0.05,-107.26912848461338
2,0.9705422520637512,7.678293704986572,-1.0,16,0.025,-113.02372686461007
2,0.9928758144378662,3.5532188415527344,-1.0,16,0.0125,-128.14349592841307
2,0.6477128267288208,3.189356724421183,-1.0,16,0.00625,-131.35428509275593
2,0.6336853504180908,3.0947959423065186,-1.0,16,0.003125,-132.31230810179719
2,0.5789320468902588,2.7687958081563315,-1.0,16,0.0015625,-136.11678394824912
2,0.9983909130096436,13.756810188293457,-1.0,32,0.1,-107.26912697284261
2,0.9978275299072266,13.756810188293457,-1.0,32,0.05,-107.26912697284261
2,0.9651851654052734,8.856017112731934,3.5532052516937256,32,0.025,-59.87806700841366
2,0.9480579495429993,3.5498488744099936,-1.0,32,0.0125,-128.1702133070723
2,0.6875343322753906,3.207635283470154,-1.0,32,0.00625,-131.17561417138916
2,0.4424896240234375,2.891343673070272,-1.0,32,0.003125,-134.58599575394356
2,0.5706584453582764,2.894218842188517,-1.0,32,0.0015625,-134.55163740292116
2,0.9988424777984619,13.756810188293457,-1.0,64,0.1,-107.26912697284261
2,0.9988573789596558,13.756810188293457,-1.0,64,0.05,-107.26912697284261
2,0.9985127449035645,9.915040651957193,-1.0,64,0.025,-110.08568734211495
2,0.4850538969039917,3.4843674500783286,-1.0,64,0.0125,-128.69961375564796
2,0.7597266435623169,3.457327047983805,-1.0,64,0.00625,-128.92407880773575
2,0.5021934509277344,3.0488696893056235,-1.0,64,0.003125,-132.79904036265154
2,0.5948779582977295,2.925020376841227,-1.0,64,0.0015625,-134.18779602075506
2,0.9992620348930359,13.756810188293457,-1.0,128,0.1,-107.26912697284261
2,0.9992046356201172,13.756810188293457,-1.0,128,0.05,-107.26912697284261
2,0.9990317821502686,8.545428911844889,7.97552490234375,128,0.025,-6.669109478064819
2,0.9814541339874268,3.5085031191507974,-1.0,128,0.0125,-128.50218358198413
2,0.7149183750152588,3.110898733139038,-1.0,128,0.00625,-132.14505150384483
2,0.47822463512420654,3.047548691431681,-1.0,128,0.003125,-132.8132575145245
2,0.6190977096557617,2.7152910232543945,-1.0,128,0.0015625,-136.82846484725812
2,0.9995541572570801,13.756810188293457,-1.0,256,0.1,-107.26912697284261
2,0.9993524551391602,13.756810188293457,-1.0,256,0.05,-107.26912697284261
2,0.9995965957641602,11.367493311564127,-1.0,256,0.025,-108.79701419294175
2,0.994718074798584,4.645766894022624,-1.0,256,0.0125,-121.52497150226434
2,0.6021931171417236,3.2621193726857505,-1.0,256,0.00625,-130.65491742494652
2,0.7020695209503174,3.1406570275624595,-1.0,256,0.003125,-131.84047131616038
2,0.6804081201553345,2.9408181508382163,-1.0,256,0.0015625,-134.00414268100772
2,0.9996628761291504,13.756810188293457,-1.0,512,0.1,-107.26912697284261
2,0.999208927154541,13.756810188293457,-1.0,512,0.05,-107.26912697284261
2,0.9995994567871094,11.085002581278482,-1.0,512,0.025,-109.02119771887924
2,0.6473126411437988,3.4247280756632485,-1.0,512,0.0125,-129.19939854805364
2,0.7537099123001099,3.2658492724100747,-1.0,512,0.00625,-130.61990669465396
2,0.6844775676727295,3.0752241611480713,-1.0,512,0.003125,-132.51795471152485
2,0.8808913230895996,3.0916452407836914,-1.0,512,0.0015625,-132.345237636208
2,0.9998180866241455,13.756810188293457,-1.0,1024,0.1,-107.26912697284261
2,0.9996185898780823,13.756810188293457,-1.0,1024,0.05,-107.26912697284261
2,0.9998560547828674,11.303340276082357,-1.0,1024,0.025,-108.8469423690268
2,0.9949050545692444,7.523851156234741,-1.0,1024,0.0125,-113.29106569540967
2,0.9452313184738159,3.3703794479370117,-1.0,1024,0.00625,-129.67024975814203
2,0.596721887588501,3.188917795817057,-1.0,1024,0.003125,-131.3586007551437
2,0.782118558883667,2.9756664435068765,-1.0,1024,0.0015625,-133.6059171612488
3,0.9973545074462891,13.756807327270508,-1.0,16,0.1,-107.26912848461338
3,0.997566819190979,13.756806373596191,-1.0,16,0.05,-107.2691289885371
3,0.8459886908531189,6.588415225346883,-1.0,16,0.025,-115.17815689807786
3,0.9768742322921753,2.9312841097513833,-1.0,16,0.0125,-134.11474161352496
3,0.9559425115585327,1.9677091836929321,-1.0,16,0.00625,-150.8205180057773
3,0.86857008934021,1.860877513885498,-1.0,16,0.003125,-153.7380882158121
3,0.988347053527832,1.5835820039113362,-1.0,16,0.0015625,-163.1479770248759
3,0.9985182285308838,13.756810188293457,-1.0,32,0.1,-107.26912697284261
3,0.9987075328826904,13.756457010904947,-1.0,32,0.05,-107.26931359729677
3,0.9842002391815186,7.354602177937825,3.578342914581299,32,0.025,-51.34552722218567
3,0.8674852848052979,2.7384634017944336,-1.0,32,0.0125,-136.51682908541812
3,0.9645661115646362,1.8177190224329631,-1.0,32,0.00625,-155.0140031357283
3,0.9711818695068359,1.7299485206604004,-1.0,32,0.003125,-157.80518830804598
3,0.993432343006134,1.4285861651102703,-1.0,32,0.0015625,-169.99927791704548
3,0.9989959001541138,13.756810188293457,-1.0,64,0.1,-107.26912697284261
3,0.9988677501678467,13.746607144673666,-1.0,64,0.05,-107.27452228375833
3,0.998873233795166,8.54724391301473,-1.0,64,0.025,-111.69967781634637
3,0.9785850048065186,3.545067469278971,-1.0,64,0.0125,-128.2082078455728
3,0.96470046043396,1.9190647999445598,-1.0,64,0.00625,-152.1087146212514
3,0.9734635353088379,1.693191647529602,-1.0,64,0.003125,-159.06005982601076
3,0.9918386936187744,1.5340059995651245,-1.0,64,0.0015625,-165.18879328265274
3,0.9927617311477661,10.352365732192993,-1.0,128,0.1,-109.65962781714983
3,0.9992505311965942,13.756810188293457,-1.0,128,0.05,-107.26912697284261
3,0.8941739797592163,5.44170606136322,3.024186134338379,128,0.025,-44.42577198701578
3,0.9984521865844727,3.2618183294932046,-1.0,128,0.0125,-130.65774666105858
3,0.95723557472229,2.433018445968628,-1.0,128,0.00625,-141.10120914442481
3,0.9670537710189819,1.691346565882365,-1.0,128,0.003125,-159.1244881546974
3,0.9965260028839111,1.5135197639465332,-1.0,128,0.0015625,-166.07115571404762
3,0.9996018409729004,13.756810188293457,-1.0,256,0.1,-107.26912697284261
3,0.999579668045044,13.756810188293457,-1.0,256,0.05,-107.26912697284261
3,0.9996428489685059,8.314114093780518,-1.0,256,0.025,-112.02773968122548
3,0.9682579040527344,2.479948401451111,-1.0,256,0.0125,-140.323419608846
3,0.9921705722808838,1.6805053154627483,-1.0,256,0.00625,-159.50591115652838
3,0.9749119281768799,1.6571085055669148,-1.0,256,0.003125,-160.34607852416332
3,0.9634044170379639,1.5240367650985718,-1.0,256,0.0015625,-165.61521499353867
3,0.9997813701629639,13.756810188293457,-1.0,512,0.1,-107.26912697284261
3,0.9998574256896973,13.756810188293457,-1.0,512,0.05,-107.26912697284261
3,0.9998429417610168,8.493816693623861,-1.0,512,0.025,-111.77327032205298
3,0.9590065479278564,2.559708038965861,-1.0,512,0.0125,-139.06695547996975
3,0.9617757797241211,1.7096708218256633,-1.0,512,0.00625,-158.49079174973315
3,0.9931088089942932,1.511559009552002,-1.0,512,0.003125,-166.15686147088505
3,0.9874768257141113,1.5807191928227742,-1.0,512,0.0015625,-163.26234314990805
3,0.9999347925186157,13.756810188293457,-1.0,1024,0.1,-107.26912697284261
3,0.9999434947967529,13.756810188293457,-1.0,1024,0.05,-107.26912697284261
3,0.9998762607574463,7.9180534680684405,-1.0,1024,0.025,-112.62936659916168
3,0.9729176759719849,3.3240331013997397,-1.0,1024,0.0125,-130.08393627545115
3,0.9683364629745483,1.9580692052841187,-1.0,1024,0.00625,-151.07071789400305
3,0.9911279678344727,1.6553391218185425,-1.0,1024,0.003125,-160.41058214714383
3,0.9942421913146973,1.5844767888387044,-1.0,1024,0.0015625,-163.11231613136601
4,0.9956380128860474,13.756698608398438,-1.0,16,0.1,-107.26918593236826
4,0.9959516525268555,13.755401611328125,-1.0,16,0.05,-107.2698713440432
4,0.9552133083343506,7.004456917444865,-1.0,16,0.025,-114.27662432342845
4,0.972726583480835,1.9109400113423665,-1.0,16,0.0125,-152.33026646909423
4,0.9761660099029541,1.6969029506047566,-1.0,16,0.00625,-158.93088933834497
4,0.9946669340133667,1.3910086552302043,-1.0,16,0.003125,-171.89027877288842
4,0.9928839206695557,1.230676571528117,-1.0,16,0.0015625,-181.25611741826788
4,0.9976333379745483,13.756810188293457,-1.0,32,0.1,-107.26912697284261
4,0.9977441430091858,13.747170766194662,-1.0,32,0.05,-107.2742240349489
4,0.9893877506256104,5.301364421844482,2.6772165298461914,32,0.025,-49.49948132570147
4,0.9910544157028198,2.3755508263905845,-1.0,32,0.0125,-142.0955000790028
4,0.9951520562171936,1.4854127566019695,-1.0,32,0.00625,-167.32135533072977
4,0.9921250939369202,1.4866199890772502,-1.0,32,0.003125,-167.26668599557198
4,0.9974370002746582,1.2621989250183105,-1.0,32,0.0015625,-179.22681442511077
4,0.998399555683136,13.756810188293457,-1.0,64,0.1,-107.26912697284261
4,0.9984862804412842,13.254566510518393,-1.0,64,0.05,-107.54456963346507
4,0.9399157762527466,5.167880376180013,-1.0,64,0.025,-119.35029310293707
4,0.9961109161376953,2.21020770072937,-1.0,64,0.0125,-145.24461658829617
4,0.9969089031219482,1.581973393758138,-1.0,64,0.00625,-163.21218826723745
4,0.998668909072876,1.2433140675226848,-1.0,64,0.003125,-180.4302007128826
4,0.997816801071167,1.255314588546753,-1.0,64,0.0015625,-179.66130634693536
4,0.9989252090454102,13.756810188293457,-1.0,128,0.1,-107.26912697284261
4,0.9991178512573242,13.733343442281088,-1.0,128,0.05,-107.281548038195
4,0.9990262985229492,9.063520749409994,8.914979934692383,128,0.025,-1.6388864639304852
4,0.9986402988433838,2.2337363163630166,-1.0,128,0.0125,-144.76804145030897
4,0.994840145111084,1.4990544716517131,-1.0,128,0.00625,-166.70871665511683
4,0.9988460540771484,1.2906326055526733,-1.0,128,0.003125,-177.48138360194156
4,0.9982681274414062,1.2978520790735881,-1.0,128,0.0015625,-177.05038317724188
4,0.9995253086090088,13.756810188293457,-1.0,256,0.1,-107.26912697284261
4,0.9900908470153809,11.398893515268961,-1.0,256,0.05,-108.77278131127804
4,0.9996221661567688,7.782457192738851,-1.0,256,0.025,-112.84941214881354
4,0.9975703954696655,2.214234550793966,-1.0,256,0.0125,-145.1623338476688
4,0.9989820122718811,1.3620993693669636,-1.0,256,0.00625,-173.41608273886436
4,0.9983007907867432,1.421138048171997,-1.0,256,0.003125,-170.36614080428674
4,0.999071478843689,1.3850841919581096,-1.0,256,0.0015625,-172.19777727636097
