precision,emd,noise 5%,noise 10%,noise 15%,noise 20%,batch_size,learning_rate,avg_cka,avg_EF,net_efficiency,trace,eigenvalue
2,11.367493311564129,11.00571060180664,11.688888549804688,12.42140769958496,12.967023849487305,256,0.025,0.528151583754354,0.0,0.004142082630811,-3.575570737591744e-23,-1.738751008652377e-26
2,4.645766894022624,3.4847373962402344,3.484870433807373,3.485273122787476,3.485996961593628,256,0.0125,0.1708034442886451,0.0,0.0738649286652614,1.8223430058675423,-0.19888962952900396
2,3.2621193726857505,3.248432159423828,3.3482840061187744,3.477861166000366,3.595404863357544,256,0.00625,0.3108747475263145,-2.148254762120526,0.1556322335454745,4.124305893348245,1.818421644137178
2,3.1406570275624595,2.8618195056915283,3.084846258163452,3.376454591751098,3.647185325622559,256,0.003125,0.4780684733349416,-0.9233993472445606,0.2847823609483418,4.473563264094682,2.0711255745937858
2,2.9408181508382163,2.8989198207855225,3.0607056617736816,3.271500587463379,3.454314708709717,256,0.0015625,0.7956096827983856,-3.8266489349862334,0.1547794552315966,4.124390787709561,1.5703356482843782
2,13.756810188293455,13.756808280944824,13.756808280944824,13.756808280944824,13.756808280944824,512,0.1,0.0,0.0,0.0028164864815528,0.0,0.0
2,13.756810188293455,13.756808280944824,13.756762504577637,13.756402969360352,13.75648593902588,512,0.05,0.6068447515782383,0.0,0.0026696425283353,0.0,0.0
2,11.085002581278482,9.91495132446289,10.49739933013916,11.386409759521484,12.055712699890137,512,0.025,0.5382128109534582,-44.52287874528034,0.001118608346274,-8.915639654516675e-20,-1.49051338199434e-23
2,3.4247280756632485,3.312991142272949,3.3744590282440186,3.4542236328125,3.516896724700928,512,0.0125,0.0433949574010722,-4.805327148748802,0.0925282556246265,4.701375376272837,2.664696124580092
2,3.2658492724100747,3.1537795066833496,3.252239465713501,3.378376007080078,3.4936001300811768,512,0.00625,0.2830385365264697,-3.756487663014397,0.1795065730825258,4.403499601570303,2.076366927207172
2,3.0752241611480717,2.9232754707336426,3.096421480178833,3.349395751953125,3.5976624488830566,512,0.003125,0.7088281959295273,-2.7081488975800823,0.1612065165649231,4.053184327013818,1.5421723300590813
2,3.0916452407836914,2.96923565864563,3.170602321624756,3.3638010025024414,3.5430572032928467,512,0.0015625,0.6851701670222812,-1.751999744424285,0.1489497111107317,4.119047729013028,1.6637472674477294
2,13.756810188293455,13.756808280944824,13.756808280944824,13.756808280944824,13.756808280944824,1024,0.1,0.0,0.0,0.003777413891479,0.0,0.0
2,13.756810188293455,13.756808280944824,13.756808280944824,13.756808280944824,13.756808280944824,1024,0.05,0.3373863216903474,0.0,5.472478697932525e-05,0.0,0.0
2,11.303340276082356,8.096663475036621,8.64862060546875,9.757025718688965,10.381332397460938,1024,0.025,0.5765291005373001,-38.95299747973521,0.004595984830599,-1.601754920427847e-16,-2.8996565957040628e-21
2,7.523851156234741,7.313754081726074,7.43300724029541,7.510518550872803,7.642223834991455,1024,0.0125,0.2767715286535377,-13.956527590216886,0.1080614757346767,-0.000623574480618,-6.430195298889885e-06
2,3.370379447937012,3.262641906738281,3.4732046127319336,3.746882915496826,3.9330573081970215,1024,0.00625,0.3611758327525523,0.5582006769941776,0.1877520667282826,4.643220514061335,2.3562063150648402
2,3.188917795817057,2.99296236038208,3.0438032150268555,3.2470760345458984,3.469994068145752,1024,0.003125,0.5619850816826025,-1.9629702458827372,0.1921726910520895,4.10725218860232,1.581272197813078
2,2.9756664435068765,2.938746690750122,3.155632972717285,3.44490122795105,3.661694288253784,1024,0.0015625,0.7424105472034879,-0.3979560235763344,0.2061678483531802,4.216703246426128,1.6666081400569213
3,13.756807327270508,13.756808280944824,13.756522178649902,13.756183624267578,13.755755424499512,16,0.1,0.0,0.0,5.472478697932525e-05,0.0,0.0
3,13.756806373596191,13.749829292297363,13.738751411437988,13.734661102294922,13.7371244430542,16,0.05,0.6724677840567084,0.0,0.0003429472550852,0.0,0.0
3,6.588415225346883,3.871546030044556,3.973720550537109,4.0726423263549805,4.148839950561523,16,0.025,0.3000871094150675,-0.44028451855726847,0.130906822624048,8.114137255602957,6.049337332243688
3,2.9312841097513838,2.753293752670288,3.0984127521514893,3.396650552749634,3.632362365722656,16,0.0125,0.292905664899283,-2.5658041266772913,0.4154557645108681,5.39942984404452,2.798733221597679
3,1.967709183692932,2.15643048286438,2.592252016067505,3.0053868293762207,3.343989610671997,16,0.00625,0.7956587539778815,-1.6694349196491196,0.4594991809576234,4.411757803804557,1.6553363338353368
3,1.860877513885498,1.9608495235443115,2.464895009994507,2.9940686225891118,3.435856580734253,16,0.003125,0.8012753195232816,-2.0535454259613175,0.6347871505197578,4.224493354804715,1.4838370924087496
3,1.5835820039113362,1.8944252729415891,2.4883270263671875,3.010305404663086,3.408259868621826,16,0.0015625,0.8543631898032295,-2.060316894526607,0.5397382624659228,3.8508623385269294,1.4123610228210652
3,13.756810188293455,13.756808280944824,13.756808280944824,13.756808280944824,13.756808280944824,32,0.1,0.0,0.0,0.073352470459921,0.0,0.0
3,13.756457010904947,13.743454933166504,13.733098030090332,13.736655235290527,13.74184799194336,32,0.05,0.1999424828423394,0.0,0.0234225441331513,0.0,0.0
3,7.354602177937825,3.579146385192871,3.661013126373291,3.7294788360595694,3.77976131439209,32,0.025,0.4059416871815402,0.0,5.472478697932525e-05,0.08361397091969923,-0.21741683614324206
3,2.7384634017944336,2.506109476089477,2.95997166633606,3.4168901443481445,3.7905819416046143,32,0.0125,0.2489592995908525,-2.0615871854655086,0.4631709458138169,4.994180992119612,2.352465591792956
3,1.8177190224329631,2.058665990829468,2.5398924350738525,2.96638822555542,3.299071311950684,32,0.00625,0.8292020029491849,-2.143393139952285,0.5909789902708787,4.733729287484333,2.144170576553405
3,1.7299485206604004,1.9015377759933472,2.409080982208252,2.8866660594940186,3.2714157104492188,32,0.003125,0.8176196813583374,-2.5808114998860816,0.6660902856583276,3.5786542143954403,1.3069615764969382
3,1.4285861651102705,1.7147856950759888,2.2701761722564697,2.7542996406555176,3.1360890865325928,32,0.0015625,0.8790412942568461,-4.213104333726061,0.5855441626451222,4.4770053514426476,2.131614517272295
3,13.756810188293455,13.756808280944824,13.756742477416992,13.75668716430664,13.756613731384276,64,0.1,0.0,0.0,0.001121426703849,0.0,0.0
3,13.746607144673666,13.62291431427002,13.58285427093506,13.601613998413086,13.628813743591309,64,0.05,0.1116539140542348,0.0,0.0001323767091677,-1.3035367088053805e-33,-7.796521825563152e-37
3,8.54724391301473,7.585354804992676,8.206658363342285,9.32296657562256,10.466809272766112,64,0.025,0.6092691750576098,-30.394817446486282,0.041957239584356,-3.270449266490425e-16,-5.129175470403836e-20
3,3.545067469278971,3.528902053833008,3.5305182933807373,3.5324881076812744,3.5364997386932373,64,0.0125,0.2850200737723046,0.0,0.0099363864747973,3.033610833446034,1.0023222197377777
3,1.91906479994456,2.01163911819458,2.5060582160949707,2.9893198013305664,3.367478609085083,64,0.00625,0.7738773657215966,-2.937697106732364,0.5961758547926067,4.301735998873988,1.5418413315881094
3,1.693191647529602,1.8965189456939695,2.436986923217773,2.9384801387786865,3.3243677616119385,64,0.003125,0.8803961177666982,-3.426443159818531,0.6524067426937821,3.6003050336243327,1.6331918652468942
3,1.5340059995651243,1.7572875022888184,2.3401665687561035,2.845764636993408,3.24791955947876,64,0.0015625,0.747278705239296,-4.160135533363575,0.7226460327680135,4.535870595038365,2.014339861916892
3,10.352365732192991,3.5495080947875977,3.615963697433472,3.773740530014038,3.970186948776245,128,0.1,0.0,0.0,5.472478697932525e-05,1.7969444171527345,-0.2040234628806349
3,13.756810188293455,13.756771087646484,13.754977226257324,13.75280475616455,13.75124740600586,128,0.05,0.5849211852635361,0.0,5.472478697932525e-05,0.0,0.0
3,5.44170606136322,3.024634599685669,3.233163356781006,3.425713300704956,3.580140829086304,128,0.025,0.3685751206747452,-2.839617886172961,0.1540423194732047,4.936074307117742,2.6579117986365137
3,3.2618183294932046,2.9197497367858887,3.2549679279327397,3.59093713760376,3.8633010387420654,128,0.0125,0.2057136068721495,-1.1922502454311756,0.1086787016624771,4.158928131778678,1.8612564319978404
3,2.433018445968628,2.0455434322357178,2.552272319793701,3.0558226108551025,3.4634029865264893,128,0.00625,0.3929960125436385,-3.2107711665775014,0.6785303794068188,4.722873551400405,1.9251109425548965
3,1.691346565882365,1.8950769901275637,2.503476619720459,3.1162562370300293,3.61080265045166,128,0.003125,0.8439088894261254,-3.569780047844642,0.6932493087814895,4.255362957670098,1.9228969241336775
3,1.5135197639465332,1.80169415473938,2.315465450286865,2.774440050125122,3.1305861473083496,128,0.0015625,0.8083335922824012,-3.3364819501429657,0.5361146705048768,4.634363247293637,2.262336077054902
3,13.756810188293455,13.756808280944824,13.756808280944824,13.756808280944824,13.756808280944824,256,0.1,0.0,0.0,0.0027743578711755,0.0,0.0
3,13.756810188293455,13.756738662719728,13.755525588989258,13.754020690917969,13.753412246704102,256,0.05,0.1862828139176902,0.0,0.0010842866980696,0.0,0.0
3,8.314114093780518,8.103487014770508,8.947535514831543,10.034687042236328,10.94054126739502,256,0.025,0.8822362588511573,-29.7918370736328,0.0041725112051408,-1.22865422969196e-13,-1.0953582264367434e-17
3,2.479948401451111,2.0996556282043457,2.498386859893799,2.8645501136779785,3.1659629344940186,256,0.0125,0.3991529225475258,-2.0371263326617415,0.5986646829315011,4.941493938975134,2.15638206725763
3,1.6805053154627485,1.9409801959991453,2.4193639755249023,2.8382160663604736,3.1772732734680176,256,0.00625,0.843531092007955,-3.4078570100351344,0.5298307469619233,4.423589761938385,1.65669292001003
3,1.6571085055669148,1.9089866876602173,2.4434938430786133,2.940351247787476,3.332873821258545,256,0.003125,0.8191651701927185,-1.9468773606544565,0.6207542612715566,4.33754631191169,1.4974921525259208
3,1.5240367650985718,1.8240283727645876,2.395521879196167,2.97036361694336,3.4334349632263184,256,0.0015625,0.8740186558829414,-2.6455740270610555,0.657993028708585,4.487197255854264,1.9476063934388654
3,13.756810188293455,13.756808280944824,13.756808280944824,13.756808280944824,13.756808280944824,512,0.1,0.0,0.0,0.0073027616238926,0.0,0.0
3,13.756810188293455,13.756808280944824,13.75657081604004,13.755990982055664,13.755449295043944,512,0.05,0.3265296783712175,0.0,5.472478697932525e-05,0.0,0.0
3,8.493816693623861,8.661887168884277,9.842166900634766,11.063272476196287,11.952544212341309,512,0.025,0.8654201428095499,-38.453899505525634,0.0050854690176939,-6.61142771292164e-17,-5.453089406567376e-21
3,2.559708038965861,2.103651762008667,2.5290849208831787,2.943406343460083,3.288208246231079,512,0.0125,0.365599961951375,-2.5137339748939795,0.515553781097953,4.424874370042904,1.800253501392496
3,1.709670821825663,1.894561529159546,2.4054505825042725,2.9596238136291504,3.408986091613769,512,0.00625,0.8557484514183468,-3.6436845439198517,0.6869951641731579,4.547137094011368,1.8216359971343183
3,1.511559009552002,1.798053503036499,2.319324254989624,2.762707233428955,3.1122586727142334,512,0.003125,0.79687785771158,-3.317976199910994,0.6193567960138973,4.443913571019601,1.9176042033189493
3,1.5807191928227742,1.8504823446273804,2.3506290912628174,2.830754518508911,3.2228453159332275,512,0.0015625,0.8234421610832214,-2.283985298042667,0.6510745649066212,4.398394059504511,1.7746239931213603
3,13.756810188293455,13.756808280944824,13.756808280944824,13.756808280944824,13.75678825378418,1024,0.1,0.0,0.0,5.472478697932525e-05,0.0,0.0
3,13.756810188293455,13.75677490234375,13.755841255187988,13.754426956176758,13.753856658935549,1024,0.05,0.7063782762173407,0.0,0.0041601004308338,0.0,0.0
3,7.91805346806844,7.499904632568359,8.274349212646484,9.516947746276855,10.659871101379396,1024,0.025,0.9193504485819076,-34.930297020358466,0.0135610789390452,-1.582423422756537e-15,-1.0440647842250173e-18
3,3.32403310139974,2.046290874481201,2.485203266143799,2.9662508964538574,3.3636393547058105,1024,0.0125,0.4829386414753066,-1.9790700728528494,0.5779769577490278,4.281022386152838,1.609698562719609
3,1.9580692052841189,1.8679940700531008,2.3862805366516118,2.897267818450928,3.317622661590576,1024,0.00625,0.754644407166375,-1.9745120969788204,0.659151434433449,4.655497183615686,1.90069449736356
3,1.6553391218185425,1.9035688638687132,2.3813185691833496,2.8097052574157715,3.1443612575531006,1024,0.003125,0.7092906170421176,-2.080788604910562,0.6214365216782465,4.557793488668605,1.8433248147383063
3,1.5844767888387044,1.8707431554794312,2.375352144241333,2.8522024154663086,3.217586040496826,1024,0.0015625,0.7601916376087401,-1.3020803204188505,0.434033053972442,4.51891365668882,2.053996887475368
4,13.756698608398438,13.754108428955078,13.74607276916504,13.74184226989746,13.740130424499512,16,0.1,0.1493390633000268,0.0,0.0064484529496659,0.0,0.0
4,13.755401611328123,13.73486328125,13.721660614013672,13.723756790161133,13.73071575164795,16,0.05,0.4662181006537543,0.0,0.0043012140075724,-5.798573045376092e-41,-7.053202270434913e-44
4,7.004456917444865,2.64174222946167,3.1561594009399414,3.580059289932251,3.8932526111602783,16,0.025,0.4319063567866882,-1.9200883061956946,0.1803384823991079,-111042.31477864584,-990.6768391927084
4,1.9109400113423665,2.104581594467163,2.6308727264404297,3.069495439529419,3.4086356163024902,16,0.0125,0.7307636025879118,-1.466882799211504,0.5235726329565006,3.998844386182378,2.1222422680040873
4,1.6969029506047566,1.972218632698059,2.6230685710906982,3.210742712020874,3.664462566375733,16,0.00625,0.7974376579125722,-0.7790657335814976,0.5480395413270233,3.4582869309718083,1.8353459859272865
4,1.3910086552302043,1.7759753465652466,2.39592719078064,2.8844549655914307,3.249397993087769,16,0.003125,0.8960389461782243,-1.6426774062388478,0.4936692497139809,4.665221237681726,1.765408608735115
4,1.230676571528117,1.6751776933670044,2.3438034057617188,2.838583707809448,3.200978279113769,16,0.0015625,0.9509464734130436,-2.0746923443098737,0.4820835715506223,4.693621476416748,1.7547951178440246
4,13.756810188293455,13.756808280944824,13.756808280944824,13.756808280944824,13.756771087646484,32,0.1,0.0,0.0,0.0001749262555257,0.0,0.0
4,13.747170766194662,13.716053009033203,13.70575714111328,13.710214614868164,13.71885585784912,32,0.05,0.7311442328823937,0.0,0.0028593085600602,-6.768899782922025e-35,-3.131722281172993e-38
4,5.301364421844482,2.676090717315674,3.0298001766204834,3.3266334533691406,3.546640396118164,32,0.025,0.1069506420753896,-1.8634877539483847,0.1080860064870478,4.619219708482317,2.1721169696285743
4,2.3755508263905845,2.0810747146606445,2.6259539127349854,3.064560413360596,3.387134075164795,32,0.0125,0.3947519510984421,-1.188378283176411,0.3980684541795067,4.693598486112807,1.862827011458998
4,1.4854127566019697,1.8074980974197388,2.4278597831726074,2.931092500686645,3.315154552459717,32,0.00625,0.8631435765160455,-0.47155755631087437,0.5306433148873094,5.7012350676080406,3.0488477102818226
4,1.4866199890772502,1.8496702909469604,2.472856283187866,3.0024564266204834,3.404227495193481,32,0.003125,0.8379394047790104,-3.0575612709789595,0.6096341848831371,4.708140412520803,1.9110279329719904
4,1.2621989250183103,1.6884660720825195,2.307697057723999,2.7815372943878174,3.1301498413085938,32,0.0015625,0.8843968874878354,-3.1581705381434775,0.4974984701521942,4.2976950586774265,1.5930246013299507
4,13.756810188293455,13.756808280944824,13.756808280944824,13.756808280944824,13.756808280944824,64,0.1,0.0,0.0,5.472478697932525e-05,0.0,0.0
4,13.254566510518393,12.575489044189451,12.917545318603516,13.150124549865724,13.315187454223633,64,0.05,0.433635585837894,-41.15539858037366,5.472478697932525e-05,-1.0832867077774393e-21,-2.437566104461547e-25
4,5.167880376180013,3.4860126972198486,3.8290553092956543,4.118979454040527,4.324970722198486,64,0.025,0.1877555804741051,-1.6132161522498898,0.0703904850420227,6.194001579308737,4.139596896332384
4,2.21020770072937,2.070873022079468,2.642171859741211,3.11683988571167,3.4647183418273926,64,0.0125,0.5949546496073406,-0.6105636381450334,0.5725166940165519,5.170052417869285,2.3742086762921177
4,1.581973393758138,1.79591965675354,2.4051616191864014,2.8866140842437744,3.2423062324523926,64,0.00625,0.7938400440745883,-1.6162820202211161,0.4923518684622019,4.905985210596615,2.183444633111835
4,1.2433140675226848,1.6605955362319946,2.310483455657959,2.772189855575561,3.089334011077881,64,0.003125,0.9424053099420336,-2.8755943829445374,0.5668567608600191,4.638691420360707,1.7664351647352807
4,1.255314588546753,1.6800938844680786,2.28995418548584,2.749573230743408,3.079991102218628,64,0.0015625,0.885488384299808,-2.5092843301396317,0.5693395525087487,4.485824209859968,1.967944287442707
4,13.756810188293455,13.756808280944824,13.756808280944824,13.756793975830078,13.756759643554688,128,0.1,0.0,0.0,0.0047954479302632,0.0,0.0
4,13.733343442281088,13.664558410644531,13.6442232131958,13.65027141571045,13.668888092041016,128,0.05,0.906635363896688,0.0,5.472478697932525e-05,-1.2843444537583371e-30,-1.4625155253623086e-34
4,9.063520749409994,8.9122953414917,10.325475692749023,11.526371002197266,12.330572128295898,128,0.025,0.6589430620272954,-26.86299406517335,0.0238977294346109,-1.254198916119324e-12,-2.701631454835221e-16
4,2.2337363163630166,1.9477163553237915,2.572076797485352,3.090552568435669,3.472453594207764,128,0.0125,0.4720725624097718,-1.1370200704162052,0.4639197257262608,4.7328259279460525,2.0192039097804337
4,1.4990544716517131,1.7620742321014404,2.4118428230285645,2.950605154037476,3.3542940616607666,128,0.00625,0.8630710376633538,-3.6073480609708155,0.621247142229662,4.86779386049547,1.9684151431781853
4,1.2906326055526731,1.716108798980713,2.3214588165283203,2.788956880569458,3.13399338722229,128,0.003125,0.8820955521530576,-2.6075500318326243,0.6423616824611665,4.546128611154852,1.8394705733702592
4,1.297852079073588,1.7099789381027222,2.326139211654663,2.791612386703491,3.117815971374512,128,0.0015625,0.7552586595217387,-1.4781280296365131,0.6703687057501524,4.661440720067341,1.9536540308057568
4,13.756810188293455,13.756808280944824,13.756780624389648,13.756729125976562,13.75661849975586,256,0.1,0.0,0.0,5.472478697932525e-05,0.0,0.0
4,11.39889351526896,7.205153942108154,7.646070957183838,8.041752815246582,8.801008224487305,256,0.05,0.5494232148501194,-20.100937658239264,0.2208116204891148,-8.846900236232058e-07,-9.752274839532523e-09
4,7.782457192738851,7.441040992736816,7.499129295349121,7.866426944732666,8.622457504272461,256,0.025,0.8858567972977957,-21.80039188813065,0.0028364570132909,-4.349850444770875e-08,-1.2700006601917835e-09
4,2.214234550793966,1.9347491264343264,2.544264316558838,3.042641878128052,3.4101431369781494,256,0.0125,0.407394341710541,-1.0881992592555036,0.3877706800989803,4.318535040436276,1.7036184289779879
4,1.3620993693669636,1.7294986248016355,2.3260927200317383,2.816509246826172,3.1777894496917725,256,0.00625,0.8425499863094754,-2.1601276464779895,0.4770490804106261,4.276888224999393,1.6212089838935635
4,1.421138048171997,1.7548900842666626,2.337209463119507,2.805346965789795,3.144539594650269,256,0.003125,0.8743188579877218,-1.8452059842926112,0.6138746405903317,4.519583595682265,1.817716292333701
4,1.3850841919581096,1.7725989818572998,2.407999277114868,2.924659490585327,3.298962116241455,256,0.0015625,0.8337626225418515,-1.6557929796434103,0.5184086397774087,4.352570655972785,1.8943737982913187
4,13.756810188293455,13.756808280944824,13.756808280944824,13.75669288635254,13.75666618347168,512,0.1,0.0,0.0,0.0036138769451335,0.0,0.0
4,13.545520464579264,13.142250061035156,13.284122467041016,13.395766258239746,13.483637809753418,512,0.05,0.7975428278247515,0.0,5.472478697932525e-05,-3.4496418844009724e-21,-1.7900322445397904e-25
4,8.478779474894205,8.841269493103027,10.13312530517578,11.265971183776855,12.04281997680664,512,0.025,0.8478254460626178,-30.08178439326965,0.0035611659094357,-4.048490956674389e-13,-1.4413206653342136e-17
4,3.862865328788757,1.8801002502441408,2.4114348888397217,2.870810031890869,3.210916757583618,512,0.0125,0.2032117450920244,-1.2886690693953935,0.4769358061022858,4.54739039379903,1.810403273469267
4,1.5540865659713743,1.7924816608428955,2.373950958251953,2.872891902923584,3.239471912384033,512,0.00625,0.779796815580792,-0.8248267957796731,0.6439643556760912,4.765398972583507,1.9458667973867563
4,1.3623158534367878,1.6642494201660156,2.2382194995880127,2.7147531509399414,3.0803613662719727,512,0.003125,0.8216435843043857,-1.8922363356705536,0.5119069669325004,4.29249393334747,1.6493190318433295
4,1.7443809111913045,1.7403603792190552,2.361776351928711,2.8665976524353027,3.235443592071533,512,0.0015625,0.7687640620602502,-1.6354325711787134,0.5682978996934072,4.7218683310835825,2.0957293325495012
4,13.756810188293455,13.756808280944824,13.756808280944824,13.756808280944824,13.756808280944824,1024,0.1,0.0,0.0,0.0422593403517763,0.0,0.0
4,13.756810188293455,13.752439498901367,13.741962432861328,13.739619255065918,13.7379150390625,1024,0.05,0.2818895694282319,0.0,5.472478697932525e-05,0.0,0.0
4,9.50751527150472,8.768927574157715,10.110514640808104,11.363652229309082,12.178876876831056,1024,0.025,0.8459401296244727,-33.973087557284245,0.0153441200179334,-3.025354579847215e-14,-2.2341034871634017e-18
4,5.987423817316691,3.488121747970581,3.4898338317871094,3.491947650909424,3.495025634765625,1024,0.0125,0.3705364205977983,0.0,0.0593422322805276,2.9530287282247594,0.992705661137541
4,1.475729783376058,1.826787233352661,2.4847452640533447,3.0360703468322754,3.452897787094116,1024,0.00625,0.7555902434719933,-1.4632671802820176,0.466138621450137,4.349403342045152,1.7380800412681858
4,1.544061263402303,1.7753814458847046,2.343926191329956,2.834588050842285,3.2004103660583496,1024,0.003125,0.8402343855963813,-1.1605349628000872,0.625126377268413,4.331250314884697,1.9130797443227827
4,1.5317053000132244,1.834733366966248,2.45912766456604,2.9643683433532715,3.3221826553344727,1024,0.0015625,0.8117340803146362,-1.5919688006779056,0.5815360622331103,4.6119723339719565,2.172295628995671
5,13.756807327270508,13.756808280944824,13.756808280944824,13.756808280944824,13.756808280944824,16,0.1,0.0,0.0,0.0010529931039308,0.0,0.0
5,13.713943163553871,13.667366981506348,13.664196014404297,13.680242538452148,13.697765350341797,16,0.05,0.8298912263578839,0.0,5.472478697932525e-05,-6.217401868759063e-30,-9.128799349722192e-34
5,2.6551566918691,2.6964986324310303,3.345000982284546,3.7730114459991455,4.037424564361572,16,0.025,0.5111323984132873,-2.1411749221263765,0.1409911631103768,4.475843016675186,2.0296358638395167
5,1.7731406688690186,2.072305202484131,2.7493722438812256,3.259544610977173,3.6066932678222656,16,0.0125,0.7328897780842252,-1.0527430709663221,0.4375821911906507,5.155665831351483,2.707299492774103
