precision,emd,noise 5%,noise 10%,noise 15%,noise 20%,batch_size,learning_rate,type
5,1.383129636446635,2.3290305932362876,2.6544748544692993,2.848336855570475,2.9651201963424683,256,0.0015625,lambda JR 0.01
6,1.4166566928227742,2.345866084098816,2.652163863182068,2.830926299095154,2.9460812409718833,256,0.0015625,lambda JR 0.01
7,1.3144659598668416,2.2925047079722085,2.5884079535802207,2.7693668603897095,2.8895219564437866,256,0.0015625,lambda JR 0.01
8,1.3805005153020222,2.3292787869771323,2.6156163613001504,2.767894665400187,2.848610798517863,256,0.0015625,lambda JR 0.01
9,1.4507272640864055,2.28895898660024,2.5677034854888916,2.732778032620748,2.8378418684005737,256,0.0015625,lambda JR 0.01
10,1.262819528579712,2.1708961725234985,2.450183391571045,2.629533608754476,2.7547218402226767,256,0.0015625,lambda JR 0.01
11,1.2904855410257976,2.2358882824579873,2.5112717946370444,2.681360920270284,2.802348574002584,256,0.0015625,lambda JR 0.01
2,3.182189146677653,3.2356838385264077,3.3319946924845376,3.417813221613566,3.494450648625692,256,0.0015625,lambda JR 0.001
3,1.5984554290771484,2.4082724253336587,2.6264338890711465,2.807168881098429,2.95365309715271,256,0.0015625,lambda JR 0.001
4,1.3966498374938965,2.294067621231079,2.5380904277165732,2.7360891103744507,2.884361426035563,256,0.0015625,lambda JR 0.001
5,1.4705007870992024,2.3535634676615396,2.65346089998881,2.8190268675486245,2.9158276319503784,256,0.0015625,lambda JR 0.001
6,1.400686542193095,2.6078344186147056,2.9635841846466064,3.114372968673706,3.1944465239842734,256,0.0015625,lambda JR 0.001
7,1.309248685836792,2.590205987294515,2.886151075363159,3.015506108601888,3.0951043367385864,256,0.0015625,lambda JR 0.001
8,1.3375900586446126,2.3847888310750327,2.6848069429397583,2.8342191775639853,2.918300668398539,256,0.0015625,lambda JR 0.001
9,1.4681469996770222,2.6243175665537515,2.9215169747670493,3.050255020459493,3.1243367195129395,256,0.0015625,lambda JR 0.001
10,1.3444219430287678,2.520556648572286,2.819340546925863,2.966299573580424,3.0533003409703574,256,0.0015625,lambda JR 0.001
11,1.2696150143941243,2.3421287536621094,2.6340054273605347,2.7870226303736367,2.8824628591537476,256,0.0015625,lambda JR 0.001
2,3.139761527379354,3.333092212677002,3.470046281814575,3.5819128354390464,3.6737833817799888,256,0.0015625,lambda JR 0.0001
3,1.5794853766759236,2.4247206846872964,2.631044069925944,2.8016490538915,2.934473196665446,256,0.0015625,lambda JR 0.0001
4,1.4646749099095662,2.3799175024032593,2.6494450171788535,2.842310825983683,2.968640367190043,256,0.0015625,lambda JR 0.0001
5,1.4382297197977703,2.4308448235193887,2.745538036028544,2.918760339419047,3.020607034365336,256,0.0015625,lambda JR 0.0001
6,1.4641933838526409,2.499770442644755,2.8389840523401895,3.0031578540802,3.095707337061564,256,0.0015625,lambda JR 0.0001
7,1.3760260343551636,2.64170769850413,2.929742137591044,3.0559683640797934,3.129594604174296,256,0.0015625,lambda JR 0.0001
8,1.2491008043289185,2.593753377596537,2.9290144443511963,3.0837876001993814,3.170987526575724,256,0.0015625,lambda JR 0.0001
9,1.2642693916956584,2.8082478841145835,3.0433688958485923,3.1677761475245156,3.271817167599996,256,0.0015625,lambda JR 0.0001
10,1.4051217635472615,2.714105248451233,2.962658166885376,3.0809852282206216,3.165138761202494,256,0.0015625,lambda JR 0.0001
11,1.5557194153467815,2.6319283644358316,2.8817538022994995,2.9947646856307983,3.0680150588353476,256,0.0015625,lambda JR 0.0001
2,3.325523853302002,3.3236297766367593,3.4404263496398926,3.549113670984904,3.6415284474690757,512,0.0015625,lambda JR 0.1
3,1.678692102432251,2.448503851890564,2.643257180849711,2.807472348213196,2.9417649110158286,512,0.0015625,lambda JR 0.1
4,1.5277947982152302,2.313936948776245,2.5508195559183755,2.7284791469573975,2.8635013898213706,512,0.0015625,lambda JR 0.1
5,1.845369577407837,2.5797460079193115,2.808370351791382,2.958299001057943,3.060198664665222,512,0.0015625,lambda JR 0.1
6,1.485593318939209,2.3257848421732583,2.6007490952809653,2.781078020731608,2.890211304028829,512,0.0015625,lambda JR 0.1
7,1.6321258544921875,2.250387748082479,2.538845936457316,2.7195000648498535,2.8424230416615806,512,0.0015625,lambda JR 0.1
8,1.3412879705429077,2.231593688329061,2.506944457689921,2.6843000650405884,2.8032689094543457,512,0.0015625,lambda JR 0.1
9,1.69724706808726,2.349552353223165,2.6349738438924155,2.8258567651112876,2.965933680534363,512,0.0015625,lambda JR 0.1
10,1.227095643679301,2.2082077662150064,2.47762123743693,2.6519136826197305,2.7775665918986,512,0.0015625,lambda JR 0.1
11,1.7806504567464192,2.230251669883728,2.4907315969467163,2.65827210744222,2.7729616165161133,512,0.0015625,lambda JR 0.1
2,3.3863017559051514,3.2881876627604165,3.3857382933298745,3.46897824605306,3.5373818079630532,512,0.0015625,lambda JR 0.01
3,1.7717184623082478,2.394965092341105,2.6370495160420737,2.8529634873072305,3.0187716086705527,512,0.0015625,lambda JR 0.01
4,2.030829906463623,2.6221920251846313,2.8413712978363037,3.0041674772898355,3.124402125676473,512,0.0015625,lambda JR 0.01
5,1.6962045828501384,2.5313159227371216,2.806876619656881,2.9681278069814048,3.068164269129435,512,0.0015625,lambda JR 0.01
6,1.9046032428741455,2.45178492863973,2.7488184372584024,2.93508251508077,3.0522006352742515,512,0.0015625,lambda JR 0.01
7,1.5113722085952759,2.328111012776693,2.649415612220764,2.8425856828689575,2.964903235435486,512,0.0015625,lambda JR 0.01
8,1.4689861138661702,2.3976651430130005,2.6984723011652627,2.8534358739852905,2.944102644920349,512,0.0015625,lambda JR 0.01
9,1.6900839805603027,2.427725911140442,2.6771810054779053,2.8089189926783242,2.8871888717015586,512,0.0015625,lambda JR 0.01
10,1.518345316251119,2.3964125712712607,2.767586827278137,2.993303060531616,3.1447518269220986,512,0.0015625,lambda JR 0.01
11,1.3946837186813354,2.2821060021718345,2.5363821983337402,2.703223466873169,2.8175905545552573,512,0.0015625,lambda JR 0.01
2,3.05466898282369,3.2690247694651284,3.377674420674642,3.4737304051717124,3.558950424194336,512,0.0015625,lambda JR 0.001
3,1.7902967135111492,2.514558990796407,2.703139901161194,2.8599820534388223,2.980788826942444,512,0.0015625,lambda JR 0.001
4,1.7263612747192383,2.4915591875712075,2.7279847065607705,2.903667449951172,3.0243047078450522,512,0.0015625,lambda JR 0.001
5,2.471735874811808,2.8737734953562417,3.181157350540161,3.365047057469686,3.464482148488363,512,0.0015625,lambda JR 0.001
6,1.3282448053359985,2.4983120361963906,2.8121718565622964,2.9709316889444985,3.0683929125467935,512,0.0015625,lambda JR 0.001
7,1.5982900460561116,2.6631168127059937,3.01488463083903,3.2060168981552124,3.3260804414749146,512,0.0015625,lambda JR 0.001
8,1.5204866727193196,2.599276622136434,2.9156059424082437,3.0715260108311973,3.163337548573812,512,0.0015625,lambda JR 0.001
9,1.4332009553909302,2.5983847777048745,2.8917662302652993,3.010317802429199,3.075434446334839,512,0.0015625,lambda JR 0.001
10,1.6733332475026448,2.653822183609009,2.906460920969645,3.0413917700449624,3.131770133972168,512,0.0015625,lambda JR 0.001
11,1.7565682331720989,2.6047998666763306,2.9085476795832315,3.0647383530934653,3.1602936585744223,512,0.0015625,lambda JR 0.001
2,3.324549754460653,3.6509153048197427,3.914474884668986,4.117561499277751,4.276022434234619,512,0.0015625,lambda JR 0.0001
3,1.6623682578404744,2.515942653020223,2.751064419746399,2.9482391675313315,3.0900575319925943,512,0.0015625,lambda JR 0.0001
4,2.0002222855885825,2.7116164763768515,2.9423609177271524,3.096268892288208,3.203300396601359,512,0.0015625,lambda JR 0.0001
5,1.7937901814778645,2.466695547103882,2.758942802747091,2.932507634162903,3.0373905499776206,512,0.0015625,lambda JR 0.0001
6,1.4886370499928792,2.4578744570414224,2.778348207473755,2.938360253969828,3.0220805406570435,512,0.0015625,lambda JR 0.0001
7,2.0938796202341714,3.1145037412643433,3.425543785095215,3.5549317598342896,3.6457732518514,512,0.0015625,lambda JR 0.0001
8,1.7193180322647095,2.827327013015747,3.123334368069967,3.2688167492548623,3.36993678410848,512,0.0015625,lambda JR 0.0001
9,1.8068254788716633,2.973719676335653,3.2159374952316284,3.3520479996999106,3.4455729325612388,512,0.0015625,lambda JR 0.0001
10,1.6671130657196045,2.745763659477234,3.015826185544332,3.154339075088501,3.2526552279790244,512,0.0015625,lambda JR 0.0001
11,1.561158816019694,2.737129807472229,3.0083633263905845,3.1416221459706626,3.232754866282145,512,0.0015625,lambda JR 0.0001
2,3.24401593208313,3.4204752445220947,3.5276526610056558,3.627899169921875,3.731630007425944,1024,0.0015625,lambda JR 0.1
3,1.7754043738047283,2.5053264697392783,2.723711848258972,2.8930777311325073,3.0163118839263916,1024,0.0015625,lambda JR 0.1
4,1.8874445756276448,2.5754247506459556,2.7813990116119385,2.935212731361389,3.055233041445414,1024,0.0015625,lambda JR 0.1
